Ticker,Date,Company Name,Sector,Price,Size,1,2,3,Turnover,Gain,Year
FNA,Oct 15,Paragon 28 Inc.,Health-Care,16.0,7.0,BAML,PPRJ,,0.557,0.136,2021
INKT,Oct 15,MiNK Therapeutics Inc.,Health-Care,12.0,3.0,EVCR,WB,,0.215,0.0,2021
SDIG,Oct 20,Stronghold Digital Mining Inc.,Technology,19.0,6.0,,COWN,Tudor,1.327,0.521,2021
CYN,Oct 20,Cyngn Inc.,Technology,7.5,3.0,AGIS,,,0.48200000000000004,-0.013000000000000001,2021
CNTX,Oct 20,Context Therapeutics Inc.,Health-Care,5.0,5.0,TEq,,,2.237,0.02,2021
VTYX,Oct 20,Ventyx Biosciences Inc.,Health-Care,16.0,9.0,JEFF,EVCR,PPRJ,0.179,0.314,2021
COCO,Oct 21,The Vita Coco Company Inc.,Consumer-Non-Durables,15.0,11.0,GS,BAML,CS,0.84,-0.099,2021
RWAY,Oct 21,Runway Growth Finance Corp.,Finance,14.6,6.0,JPM,MS,WLFG,0.382,-0.11599999999999999,2021
PTLO,Oct 21,Portillo’s Inc.,Consumer-Services,20.0,20.0,JEFF,MS,BAML,0.831,0.455,2021
PX,Oct 21,P10 Inc.,Finance,12.0,20.0,MS,JPM,BRCL,0.304,0.006999999999999999,2021
ENFN,Oct 21,Enfusion Inc.,Technology,17.0,18.0,MS,GS,BAML,0.705,0.165,2021
XLO,Oct 22,Xilio Therapeutics Inc.,Health-Care,16.0,7.0,MS,COWN,GGNH,0.192,0.0,2021
UTRS,Oct 22,Minerva Surgical Inc.,Health-Care,12.0,6.0,JPM,PS,UBS,0.568,-0.25,2021
ARIS,Oct 22,Aris Water Solutions Inc.,Energy,13.0,17.0,GS,CITI,JPM,0.24,0.1,2021
AUGX,Oct 26,Augmedix Inc.,Technology,4.0,10.0,WB,,,0.152,-0.125,2021
RENT,Oct 27,Rent the Runway Inc.,Consumer-Services,21.0,17.0,GS,MS,BRCL,0.54,-0.081,2021
MRAI,Oct 27,MARPAI Inc.,Finance,4.0,6.0,TEq,,,1.642,0.188,2021
INFA,Oct 27,Informatica Inc.,Technology,29.0,29.0,GS,JPM,CITI,0.363,0.0,2021
AIP,Oct 27,Arteris Inc.,Technology,14.0,5.0,JEFF,COWN,BMO,0.37200000000000005,0.3,2021
DTC,Oct 28,Solo Brands Inc.,Consumer-Services,17.0,12.0,BAML,JPM,JEFF,0.812,0.036000000000000004,2021
GFS,Oct 28,GLOBALFOUNDRIES Inc.,Technology,47.0,55.0,MS,BAML,JPM,0.33899999999999997,-0.013000000000000001,2021
FLNC,Oct 28,Fluence Energy Inc.,Energy,28.0,31.0,JPM,MS,BRCL,0.08900000000000001,0.27,2021
UDMY,Oct 29,Udemy Inc.,Consumer-Services,29.0,14.0,MS,JPM,CITI,0.524,-0.052000000000000005,2021
SONX,Oct 29,Sonendo Inc.,Health-Care,12.0,7.0,BAML,GS,PS,0.413,-0.233,2021
HRT,Oct 29,HireRight Holdings Corp.,Miscellaneous,19.0,22.0,CS,GS,BRCL,0.4,-0.092,2021
TRDA,Oct 29,Entrada Therapeutics Inc.,Health-Care,20.0,9.0,CS,GS,BRCL,0.11800000000000001,0.198,2021
AURA,Oct 29,Aura Biosciences Inc.,Health-Care,14.0,5.0,COWN,SVB,EVCR,0.29100000000000004,0.057,2021
AIRS,Oct 29,Airsculpt Technologies Inc.,Health-Care,11.0,7.0,MS,PS,SVB,0.7929999999999999,0.445,2021
LIAN,Nov 1,LianBio,Health-Care,16.0,20.0,GS,JEFF,BAML,0.12,-0.14400000000000002,2021
BIRD,Nov 3,Allbirds Inc.,Basic Industries,15.0,20.0,MS,JPM,BAML,1.8969999999999998,0.9259999999999999,2021
SHCAU,Nov 4,Spindletop Health Acquisition Corp.,Finance,10.0,20.0,BRCL,Stifel,,0.905,0.006,2021
NRDS,Nov 4,NerdWallet Inc.,Technology,18.0,7.0,MS,KEYB,BAML,1.9669999999999999,0.5720000000000001,2021
MDXH,Nov 4,MDxHEALTH SA,Health-Care,12.0,3.0,PS,OPPN,BTIG,0.23199999999999998,0.0,2021
EVO,Nov 4,Evotec SE,Health-Care,21.8,20.0,BAML,MS,CITI,0.205,0.011000000000000001,2021
CDRE,Nov 4,Cadre Holdings Inc.,Basic-Industries,13.0,6.0,Stifel,RAYJ,,0.27899999999999997,0.17600000000000002,2021
ARHS,Nov 4,Arhaus Inc.,Consumer-Services,13.0,12.0,BAML,JEFF,MS,0.449,-0.015,2021
RGF,Nov 5,The Real Good Food Company Inc.,Consumer-Services,12.0,5.0,JEFF,WB,TS,0.5589999999999999,-0.046,2021
MYNZ,Nov 5,MAINZ BIOMED B.V.,Health-Care,5.0,2.0,BOTD,,,2.6039999999999996,0.998,2021
IOBT,Nov 5,IO Biotech Inc.,Health-Care,14.0,7.0,MS,JEFF,COWN,0.24600000000000002,0.11800000000000001,2021
CIAN,Nov 5,Cian PLC,Technology,16.0,18.0,MS,GS,JPM,0.297,0.10099999999999999,2021
TCBX,Nov 9,Third Coast Banchares Inc.,Finance,25.0,3.0,STPH,PS,DB,0.29100000000000004,0.0,2021
SOPA,Nov 9,Society Pass Inc.,Technology,9.0,2.0,MXIM,,,1.178,4.367,2021
HTZ,Nov 9,Hertz Global Holdings Inc,Consumer-Services,29.0,44.0,GS,JPM,MS,0.612,-0.098,2021
RIVN,Nov 10,Rivian Automotive Inc.,Consumer-Services,78.0,153.0,MS,GS,JPM,0.6779999999999999,0.29100000000000004,2021
EXFY,Nov 10,Expensify Inc.,Technology,27.0,9.0,JPM,CITI,BAML,1.095,0.521,2021
CINT,Nov 10,CI&T Inc.,Miscellaneous,15.0,13.0,GS,CITI,JPM,0.616,0.20800000000000002,2021
WBEV,Nov 11,Winc Inc.,Consumer-Services,13.0,1.0,SPRT,RS,,0.853,-0.055999999999999994,2021
WEAV,Nov 11,Weave Communications Inc.,Technology,24.0,5.0,GS,BAML,CITI,0.695,-0.217,2021
VAXX,Nov 11,Vaxxinity Inc.,Health-Care,13.0,6.0,BAML,JEFF,EVCR,0.626,0.273,2021
TIVC,Nov 11,TIVIC Health Systems Inc.,Health-Care,5.0,2.0,TEq,,,0.953,0.038,2021
LVLU,Nov 11,Lulu’s Fashion Lounge Holdings Inc.,Consumer-Services,16.0,5.0,GS,BAML,JEFF,0.47600000000000003,-0.184,2021
PIK,Nov 11,Kidpik Corp.,Consumer-Services,8.5,2.0,EF,,,0.856,0.0,2021
BLZE,Nov 11,BACKBLAZE Inc.,Technology,16.0,6.0,OPPN,WB,RAYJ,1.207,0.244,2021
MYNA,Nov 12,Mynaric AG,Technology,16.5,4.0,CS,JEFF,CNCD,0.408,0.16699999999999998,2021
DERM,Nov 12,Journey Medical Corporation,Health-Care,10.0,3.0,,,,1.099,-0.05,2021
ENCPU,Nov 16,Energem Corp.,Finance,10.0,10.0,EF,,,1.075,0.012,2021
USER,Nov 17,USERTESTING INC.,Technology,14.0,10.0,MS,JPM,,0.578,0.001,2021
SEV,Nov 17,SONO Group N.V.,Capital-Goods,15.0,10.0,Berenberg,CHLM,,5.438,1.547,2021
IREN,Nov 17,Iris Energy Limited,Finance,28.0,8.0,JPM,CNCD,CITI,0.701,-0.127,2021
BRZE,Nov 17,Braze Inc.,Technology,65.0,8.0,GS,JPM,BRCL,0.68,0.43700000000000006,2021
SG,Nov 18,Sweetgreen Inc.,Consumer-Services,28.0,13.0,GS,JPM,ALLN,0.884,0.768,2021
LITM,Nov 19,Snow Lake Resources Ltd.,Basic-Industries,7.5,3.0,TEq,,,7.59,0.733,2021
FINW,Nov 19,FinWise Bancorp,Finance,10.5,3.0,PS,,,0.446,0.212,2021
CRECU,Nov 19,Crescera Capital Acquisition Corp.,Finance,10.0,17.0,UBS,,,1.035,0.003,2021
BIOSU,Dec 3,Bioplus Acquisition Corp.,Finance,10.0,20.0,CNTR,,,0.7140000000000001,0.001,2021
REFI,Dec 8,Chicago Atlantic Real Estate Finance Inc.,Finance,16.0,6.0,JMPS,CMPS,OPPN,0.2,-0.006999999999999999,2021
NU,Dec 9,Nu Holdings Ltd.,Finance,9.0,289.0,MS,GS,CITI,0.312,0.14800000000000002,2021
HCP,Dec 9,HashiCorp Inc.,Technology,80.0,15.0,MS,GS,JPM,0.846,0.065,2021
SIDU,Dec 14,Sidus Space Inc.,Technology,5.0,3.0,BOTD,,,0.883,1.4380000000000002,2021
VINE,Dec 14,Fresh Vine Wine Inc.,Consumer-Non-Durables,10.0,2.0,BOTD,,,0.5670000000000001,-0.295,2021
IOT,Dec 15,Samsara Inc.,Technology,23.0,35.0,MS,GS,JPM,0.36200000000000004,0.07400000000000001,2021
GNTA,Dec 15,Genenta Science S.p.A.,Health-Care,11.5,2.0,ROTH,MXIM,,0.20800000000000002,-0.043,2021
IMMX,Dec 16,Immix Biopharma Inc.,Health-Care,5.0,4.0,TEq,,,0.48,-0.266,2021
BNOX,Dec 16,Bionomics Limited,Health-Care,12.4,1.0,,WB,CNTR,0.113,0.193,2021
CHG,Aug 12,"CorpHousing Group, Inc.",Consumer Services,4.0,3.0,MXIM,,,2.406,-0.075,2022
CINC,Jan 7,CinCor Pharma Inc.,Health-Care,16.0,12.0,MS,JEFF,EVCR,0.23199999999999998,0.0,2022
AMLX,Jan 7,Amylyx Pharmaceuticals Inc.,Health-Care,19.0,10.0,GS,LRNK,EVCR,0.21600000000000003,-0.049,2022
HILS,Jan 12,Hillstream Biopharma Inc.,Health-Care,4.0,3.0,TEq,,,2.003,-0.13,2022
VIGL,Jan 7,Vigil Neuroscience Inc.,Health-Care,14.0,7.0,MS,JEFF,Stifel,0.316,-0.096,2022
HOUR,Jan 7,Hour Loop Inc.,Consumer-Services,4.0,1.0,EF,,,33.458,0.998,2022
TPG,Jan 12,TPG Inc.,Finance,29.5,33.0,JPM,GS,MS,0.44,0.153,2022
TKLF,Jan 14,Yoshitsu Co. Ltd,Consumer-Non-Durables,5.0,2.0,UnSec,,,1.4269999999999998,5.4,2022
CISO,Jan 14,Cerberus Cyber Sentinel Corp.,Technology,5.0,2.0,BOTD,,,2.406,0.084,2022
CRDO,Jan 27,Credo Technology Group Holding Ltd.,Technology,10.0,20.0,GS,BAML,COWN,0.26899999999999996,0.165,2022
SSIC,Feb 4,Silver Spike Investment Corp.,Finance,14.0,6.0,Stifel,PPRJ,,0.043,0.0,2022
NVCT,Feb 4,Nuvectis Pharma Inc.,Health-Care,5.0,3.0,HCW,,,0.462,-0.35,2022
ACLX,Feb 4,ARCELLX Inc.,Health-Care,15.0,8.0,BAML,SVB,BRCL,0.132,0.12,2022
SKYX,Feb 10,Sky Technologies Corp. (SQL Technologies Corp.),Technology,14.0,1.0,BNCH,,,0.647,-0.154,2022
HTCR,Feb 10,Heartcore Enterprises Inc.,Technology,5.0,3.0,BOTD,,,1.123,-0.01,2022
AREN,Feb 11,The Arena Group (aka theMaven Inc.),Technology,8.3,3.0,,,,0.638,0.0,2022
MDV,Feb 11,Modiv Inc.,Finance,25.0,,,,,0.0,1.69,2022
VIVK,Feb 14,Vivakor Inc.,Public-Utilities,5.0,1.0,EF,,,0.669,-0.07,2022
MHUA,Feb 16,Meihua International Medical Technologies Co. Ltd,Health-Care,10.0,3.0,PNC,SS,,0.374,0.292,2022
BWV,Feb 18,Blue Water Vaccines Inc.,Health-Care,9.0,2.0,BOTD,,,0.06,5.377999999999999,2022
MGLD,Mar 10,The Marygold Companies Inc. (aka Concierge Technologies Inc.),Finance,2.0,1.0,MXIM,,,6.124,0.695,2022
AKAN,Mar 15,Akanda Corp.,Health-Care,4.0,4.0,BOTD,,,0.33899999999999997,1.625,2022
ANTX,Mar 25,AN2 Therapeutics Inc.,Health-Care,15.0,4.0,COWN,SVB,EVCR,0.302,0.027000000000000003,2022
XPON,Apr 1,Expion360 Inc.,Basic Industries,7.0,2.0,AXND,,,4.909,0.133,2022
GNS,Apr 12,Genius Group Limited,Consumer Services,6.0,3.0,BOTD,,,0.366,4.083,2022
EE,Apr 13,Excelerate Energy Inc.,Energy,24.0,16.0,BRCL,JPM,MS,0.7440000000000001,0.11900000000000001,2022
APLD,Apr 13,Applied Blockchain Inc.,Technology,5.0,8.0,,NDHM,CHLM,0.39,-0.03,2022
JCSE,Apr 22,JE Cleantech Holdings Limited,Miscellaneous,4.0,3.0,VWTR,,,0.32,3.75,2022
TNON,Apr 27,Tenon Medical Inc.,Health Care,5.0,3.0,BNCH,VCL,,0.275,3.5,2022
OST,Apr 27,Ostin Technology Group Co. Ltd.,Capital Goods,4.0,3.0,PNC,SS,,0.635,8.915,2022
HLVX,Apr 29,HilleVax Inc.,Health Care,17.0,11.0,JPM,SVB,Stifel,0.19899999999999998,0.12300000000000001,2022
BLTE,Apr 29,Belite Bio Inc.,Health Care,6.0,6.0,BNCH,,,0.5710000000000001,0.765,2022
AUST,May 4,Austin Gold Corp.,Basic Industries,4.0,3.0,ROTH,,,2.443,0.09300000000000001,2022
BLCO,May 6,Bausch + Lomb Corp.,Health Care,18.0,35.0,MS,GS,CITI,0.428,0.111,2022
HNVR,May 11,"Hanover Bancorp, Inc./NY",Finance,21.0,1.0,STPH,PPRJ,,0.316,0.005,2022
PFHC,May 13,ProFrac Holding Corp.,Energy,18.0,16.0,JPM,PS,MS,0.395,0.006,2022
ASNS,May 13,"Actelis Networks, Inc.",Consumer Durables,4.0,3.0,BOTD,,,1.032,-0.4,2022
VEDU,May 17,Visionary Education Technology Holdings Group Inc.,Consumer Services,4.0,4.0,,,,0.092,5.25,2022
OKYO,May 17,"OKYO Pharma, Ltd.",Health Care,4.0,0.0,TEq,,,3.469,-0.095,2022
BGXX,May 17,Bright Green Corp.,Health Care,16.0,158.0,EF,,,0.002,0.579,2022
MICS,May 24,"The Singing Machine Company, Inc.",Consumer Durables,4.0,1.0,AGIS,,,1.138,-0.313,2022
PEV,Jun 8,Phoenix Motor Inc.,Basic Industries,7.5,2.0,PNC,,,0.914,-0.45899999999999996,2022
LYT,Jun 15,Lytus Technologies Holdings Pvt. Ltd.,Consumer Services,4.8,2.0,SCS,PCS,,0.237,2.5810000000000004,2022
CNXA,Jun 15,Connexa Sports Technologies Inc.,Consumer Services,4.0,1.0,NLND,SCS,,0.49,-0.508,2022
GSUN,Jun 22,Golden Sun Education Group Limited,Consumer Services,4.0,4.0,NONE,,,0.115,3.075,2022
IE,Jun 28,Ivanhoe Electric Inc.,Basic Industries,11.8,14.0,BMO,JEFF,JPM,0.36200000000000004,-0.081,2022
ILAG,Jul 13,Intelligent Living Application Group Inc.,Consumer Durables,4.0,5.0,NONE,,,1.4040000000000001,0.53,2022
HKD,Jul 15,"AMTD Digital, Inc.",Finance,7.8,16.0,,,,0.05,2.5639999999999996,2022
WETG,Jul 19,WeTrade Group Inc.,Consumer Services,4.0,10.0,UnSec,,,0.027000000000000003,4.038,2022
VRAX,Jul 21,Virax Biolabs Group Limited,Health Care,5.0,1.0,BOTD,,,0.35700000000000004,2.64,2022
MAIA,Jul 28,"MAIA Biotechnology, Inc.",Health Care,5.0,2.0,TEq,,,0.774,-0.10800000000000001,2022
MGAM,Jul 29,Mobile Global eSports Inc. (MOGO),Consumer Services,4.0,1.0,WPRK,,,10.014,1.798,2022
EFSH,Aug 3,1847 Holdings LLC,Miscellaneous,4.2,1.0,RFL,,,0.237,-0.107,2022
MCVT,Aug 9,"Mill City Ventures III, Ltd.",Finance,4.0,1.0,AXND,,,0.436,0.08,2022
TGL,Aug 11,Treasure Global Inc.,Consumer Services,4.0,2.0,EF,,,12.33,3.45,2022
REBN,Aug 12,"Reborn Coffee, Inc.",Consumer Services,5.0,1.0,EF,,,3.24,-0.04,2022
FRZA,Aug 12,"Forza X1, Inc.",Consumer Durables,5.0,3.0,TEq,,,6.348,0.498,2022
GRFX,Aug 17,Graphex Group Limited (GGL),Basic Industries,2.5,4.0,EF,,,0.8009999999999999,-0.12,2022
GCT,Aug 18,GigaCloud Technology Inc,Technology,12.3,2.0,AGIS,,,3.978,0.281,2022
STBX,Aug 23,Starbox Group Holdings Ltd.,Consumer Services,4.0,5.0,NONE,,,4.421,2.85,2022
PXMD,Aug 26,"PaxMedica, Inc.",Health Care,5.3,1.0,,RFL,,5.271,-0.065,2022
JZ,Aug 26,Jianzhi Education Technology Group Company Ltd.,Consumer Services,5.0,5.0,UnSec,,,1.041,2.75,2022
HPCO,Aug 30,"Hempacco Co., Inc.",Consumer Non-Durables,6.0,1.0,BOTD,,,4.522,0.297,2022
ATXG,Aug 31,Addentax Group Corp.,Basic Industries,5.0,5.0,NONE,,,0.10300000000000001,130.268,2022
YOSH,Sep 9,Yoshiharu Global Co.,Consumer Services,4.0,2.0,EF,,,7.148,0.043,2022
LNKB,Sep 14,"LINKBANCORP, Inc.",Finance,7.5,4.0,STPH,PS,,0.17300000000000001,0.006999999999999999,2022
THRD,Sep 15,"Third Harmonic Bio, Inc.",Health Care,17.0,10.0,MS,JEFF,COWN,0.192,0.158,2022
CRBG,Sep 15,"Corebridge Financial, Inc. (SAFG Retirement Services)",Finance,21.0,80.0,JPM,MS,PS,0.062,-0.024,2022
KNW,Sep 16,"Know Labs, Inc.",Health Care,2.0,3.0,BOTD,,,2.9560000000000004,0.05,2022
LPTV,Sep 22,"Loop Media, Inc.",Miscellaneous,5.0,2.0,ROTH,,,0.456,-0.01,2022
LASE,Sep 30,Laser Photonics Corp.,Basic Industries,5.0,3.0,AXND,,,2.334,-0.484,2022
CTM,Oct 13,"Castellum, Inc.",Miscellaneous,2.0,1.0,EF,,,1.093,-0.4,2022
PRME,Oct 20,"Prime Medicine, Inc.",Health Care,17.0,10.0,JPM,GS,MS,0.27,-0.096,2022
MGAM,Oct 26,Mobile Global eSports Inc. (MOGO),Consumer Services,21.0,41.0,WPRK,,,0.0,0.345,2022
