,Ticker,Trade Date,Company,Lead/Joint-Lead Mangers,Offer Price,Opening Price,1st Day Close,1st Day Percent Change,Change Opening,Change Close,Star Ratings,Year,Underpriced
773,NAHC,2005-04-20,National Atlantic Holdings ,['Citigroup'],12.0,12.0,11.81,-0.015833333,0.0,-0.19,1,2005,True
774,KBLHU,2005-04-22,KBL Healthcare Acquisition Corp. II ,['EarlyBirdCapital'],6.0,6.01,6.3,0.05,0.01,0.3,1,2005,False
775,ACW,2005-04-25,Accuride ,['Citigroup/Deutsche Bank/UBS Investment Bank'],9.0,9.0,9.0,0.0,0.0,0.0,1,2005,False
776,PAY,2005-04-28,VeriFone Holdings,['JP Morgan/Lehman Brothers'],10.0,10.75,10.75,0.075,0.75,0.75,1,2005,False
777,MORN,2005-05-02,Morningstar,['W.R. Hambrecht'],18.5,18.66,20.05,0.08378378,0.16,1.55,1,2005,False
778,LAZ,2005-05-04,Lazard ,['Goldman Sachs'],25.0,25.0,24.0,-0.04,0.0,-1.0,3,2005,True
779,LDZ,2005-05-04,Lazard Ltd. ,['Goldman Sachs'],25.0,24.0,24.0,-0.04,-1.0,-1.0,3,2005,True
780,TGP,2005-05-04,"Teekay LNG Partners, L.P. ",['Citigroup'],22.0,24.69,24.3,0.10454545,2.69,2.3,2,2005,False
781,BDE,2005-05-05,Bois d'Arc Energy ,['Raymond James'],13.0,13.25,12.65,-0.026923077,0.25,-0.35,2,2005,True
782,CNTF,2005-05-05,China Techfaith Wireless Communication Technology ,['Merrill Lynch'],16.25,16.27,15.32,-0.05723077,0.02,-0.93,1,2005,True
783,ZUMZ,2005-05-05,Zumiez ,['Wachovia Securities/Piper Jaffray'],18.0,20.55,24.87,0.38166666,2.55,6.87,3,2005,False
784,NSE,2005-05-09,New Skies Satellites ,['Goldman Sachs/Lehman Brothers'],16.5,16.6,16.58,0.004848485,0.1,0.08,1,2005,False
785,WMG,2005-05-10,Warner Music Group ,['Goldman Sachs/Morgan Stanley'],17.0,15.75,16.4,-0.03529412,-1.25,-0.6,1,2005,True
786,XRM,2005-05-16,Xerium Technologies ,['Citigroup/Merrill Lynch'],12.0,12.0,12.0,0.0,0.0,0.0,1,2005,False
787,CTRN,2005-05-17,Citi Trends ,['CIBC World Markets'],14.0,16.95,15.7,0.12142857,2.95,1.7,2,2005,False
788,TLP,2005-05-24,TransMontaigne Partners L.P.,['UBS Investment Bank'],21.4,24.5,24.51,0.1453271,3.1,3.11,2,2005,False
789,DRH,2005-05-25,DiamondRock Hospitalty ,['Citigroup/Friedman Billings Ramsey'],10.5,10.54,10.6,0.00952381,0.04,0.1,1,2005,False
790,SSAG,2005-05-25,SSA Global Technologies ,['JP Morgan/Citigroup'],11.0,11.5,11.0,0.0,0.5,0.0,1,2005,False
791,XNPT,2005-06-02,XenoPort ,['Morgan Stanley/Deutsche Bank'],10.5,10.52,10.39,-0.010476191,0.02,-0.11,1,2005,True
792,RAMS,2005-06-03,Aries Maritime Transportation  ,['Jefferies/Credit Suisse First Boston'],12.5,12.54,12.969,0.03752,0.04,0.469,2,2005,False
793,LHCG,2005-06-08,LHC Group ,['Jefferies/Legg Mason Wood Walker'],14.0,15.5,17.1,0.22142857,1.5,3.1,2,2005,False
794,RACK,2005-06-09,Rackable Systems ,['Thomas Weisel Partners'],12.0,12.26,12.2,0.016666668,0.26,0.2,2,2005,False
795,PORK,2005-06-13,Premium Standard Farms,['Morgan Stanley'],12.5,12.5,12.5,0.0,0.0,0.0,1,2005,False
796,GNT,2005-06-15,Gentium S.p.A. ,['Maxim Group/I-Bankers'],9.0,8.5,8.9,-0.011111111,-0.5,-0.1,1,2005,True
797,EVVV,2005-06-15,ev3 ,['Piper Jaffray/Banc of America'],14.0,13.5,14.15,0.010714286,-0.5,0.15,1,2005,False
798,MEND,2005-06-15,Micrus Endovascular ,['AG Edwards/Needham'],11.0,11.06,11.01,0.0009090909,0.06,0.01,1,2005,False
799,NRGP,2005-06-20,Inergy Holdings LP ,['Lehman Brothers/AG Edwards'],22.5,27.5,27.83,0.23688889,5.0,5.33,3,2005,False
800,BLDR,2005-06-21,Builders FirstSources,['UBS Investment Bank/Deutsche Bank'],16.0,16.52,15.44,-0.035,0.52,-0.56,3,2005,True
801,ALLI,2005-06-21,Allion Healthcare ,['Thomas Weisel Partners'],13.0,14.0,16.5,0.26923078,1.0,3.5,2,2005,False
802,LINC,2005-06-22,Lincoln Educational Services ,['Merrill Lynch'],20.0,20.03,20.17,0.0085,0.03,0.17,3,2005,False
803,EGLE,2005-06-22,Eagle Bulk Shipping ,['UBS Investment Bank/Bear Stearns/Citigroup'],14.0,14.0,13.5,-0.035714287,0.0,-0.5,1,2005,True
804,KFN,2005-06-23,KKR Financial ,['Citigroup'],24.0,24.75,24.5,0.020833334,0.75,0.5,2,2005,False
805,KNXA,2005-06-23,Kenexa ,['SG Cowen'],12.0,12.06,12.05,0.004166667,0.06,0.05,1,2005,False
806,TBSI,2005-06-24,TBS International ,['Merrill Lynch/Jefferies'],10.0,10.0,10.5,0.05,0.0,0.5,1,2005,False
807,TACAU,2005-06-28,TAC Acquisition ,['Wedbush Morgan'],6.0,6.15,6.01,0.0016666667,0.15,0.01,1,2005,False
808,DFR,2005-06-28,Deerfield Triarc Capital ,['Credit Suisse First Boston/Merrill Lynch/UBS Investment Bank/Deutsche Bank'],16.0,16.0,16.0,0.0,0.0,0.0,1,2005,False
809,COE,2005-06-28,Columbia Equity Trust ,['Wachovia/Robert W. Baird'],15.0,15.5,15.4,0.026666667,0.5,0.4,1,2005,False
810,HEM,2005-06-28,HemoSense ,['Lazard Capital Markets/WR Hambrecht'],5.5,5.5,5.52,0.0036363637,0.0,0.02,1,2005,False
811,DSW,2005-06-28,DSW ,['Lehman Brothers'],19.0,24.0,24.1,0.26842105,5.0,5.1,2,2005,False
812,NSR,2005-06-28,NeuStar ,['Morgan Stanley/Credit Siusse First Boston/JP Morgan'],22.0,25.0,26.0,0.18181819,3.0,4.0,2,2005,False
813,SIMO,2005-06-29,Silicon Motion Technology ,['Deutsche Bank Securities'],10.5,10.6,10.5,0.0,0.1,0.0,2,2005,False
814,SVIU,2005-06-29,Services Acquisition Corp. International,['Broadband Capital Management'],8.0,8.05,8.0,0.0,0.05,0.0,1,2005,False
815,VLCM,2005-06-29,Volcom ,['Wachovia Securities/D.A. Davidson'],19.0,26.01,26.77,0.40894738,7.01,7.77,3,2005,False
816,WAL,2005-06-29,Western Allaince Bancorporations ,"[""Sandler O'Neill/Keefe Bruyette & Woods""]",22.0,26.75,25.4,0.15454546,4.75,3.4,3,2005,False
817,CRBU,2005-06-30,Courtside Acquisition ,['EarlyBirdCaptial/ThinkEquity Partners'],6.0,5.85,6.0,0.0,-0.15,0.0,1,2005,False
818,MPW,2005-07-07,Medical Properties Trust ,['Friedman Billings Ramsey/JP Morgan'],10.5,10.5,11.0,0.04761905,0.0,0.5,1,2005,False
819,FMCN,2005-07-12,Focus Media Holding Limited ,['Goldman Sachs/Credit Suisse First Boston'],17.0,18.75,20.2,0.1882353,1.75,3.2,2,2005,False
820,CRYO,2005-07-13,CryoCor ,['W.R. Hambrecht+Co'],11.0,11.07,10.87,-0.011818182,0.07,-0.13,1,2005,True
821,JRT,2005-07-13,JER Investors Trust ,['Friedman Billings Ramsey/Banc of America'],17.5,18.4,18.3,0.045714285,0.9,0.8,1,2005,False
822,FAACU,2005-07-14,Fortress America Acquisition ,['Sunrise Securities'],6.0,6.0,6.0,0.0,0.0,0.0,1,2005,False
823,ISLTU,2005-07-14,Israel Technonlgy Acquisition ,['EarlyBirdCapital'],6.0,6.05,5.8,-0.033333335,0.05,-0.2,1,2005,True
824,OMACU,2005-07-14,Oakmont Acquisition ,['Morgan Joseph/Wells Fargo'],6.0,6.0,6.0,0.0,0.0,0.0,1,2005,False
825,QMAR,2005-07-14,Quintana Maritine ,['Citigroup/Morgan Stanley'],11.5,11.0,11.26,-0.020869566,-0.5,-0.24,1,2005,True
826,JNPPU,2005-07-15,Juniper Partners Acquisition,['HCFP/Brenner Securities/Brean Murray'],10.5,10.5,10.4,-0.00952381,0.0,-0.1,1,2005,True
827,JNPPZ,2005-07-15,Juniper Partners Acquisition,['HCFP/Brenner Securities/Brean Murray'],10.1,10.1,10.05,-0.004950495,0.0,-0.05,1,2005,True
828,ARXT,2005-07-20,Adams Respiratory Therapeutics ,['Merrill Lynch/Morgan Stanley'],17.0,21.5,25.75,0.5147059,4.5,8.75,3,2005,False
829,DMND,2005-07-20,Diamond Foods ,['Merrill Lynch'],17.0,20.7,21.05,0.2382353,3.7,4.05,3,2005,False
830,CNSL,2005-07-21,Consolidated Communications Illinois ,['Credit Suisse First Boston'],13.0,13.0,13.79,0.06076923,0.0,0.79,1,2005,False
831,GSTL,2005-07-21,Genco Shipping & Trading ,['Jefferies/Morgan Stanley'],21.0,21.0,20.87,-0.006190476,0.0,-0.13,1,2005,True
832,HITT,2005-07-21,Hittite Microwave ,['Lehman Brothers'],17.0,20.77,19.45,0.14411765,3.77,2.45,3,2005,False
833,MFB,2005-07-21,Maidenform Brands ,['UBS Investment Bank/Credit Suisse First Boston'],17.0,20.5,19.85,0.16764706,3.5,2.85,2,2005,False
834,ITC,2005-07-25,ITC Holdings ,['Lehman Brothers/Credit Suisse First Boston/Morgan Stanley'],23.0,27.0,26.4,0.14782609,4.0,3.4,2,2005,False
835,PEC,2005-07-26,Pike Electric ,['Citigroup/JP Morgan'],14.0,14.22,14.36,0.025714286,0.22,0.36,2,2005,False
836,ALJ,2005-07-27,Alon USA Energy ,['Credit Suisse First Boston/Deutsche Bank'],16.0,18.0,17.25,0.078125,2.0,1.25,3,2005,False
837,PCAP,2005-07-28,Patriot Capital Funding ,['AG Edwards'],14.0,14.75,14.05,0.0035714286,0.75,0.05,1,2005,False
838,GGXY,2005-07-28,Golf Galaxy ,['Piper Jaffray/William Blair'],14.0,17.05,18.61,0.3292857,3.05,4.61,2,2005,False
839,SWSI,2005-07-28,Superior Well Services ,['KeyBanc Capital Markets'],13.0,16.25,18.4,0.41538462,3.25,5.4,2,2005,False
840,HAQ.U,2005-07-29,Healthcare Acquisition,['Maxim Group/I-Bankers'],8.0,8.0,8.0,0.0,0.0,0.0,1,2005,False
841,BUN,2005-08-02,Baby Universe ,['Gunn Allen/Wedbush Morgan'],9.5,9.85,10.7,0.12631579,0.35,1.2,1,2005,False
842,UNCA,2005-08-02,Unica ,['Deutsche Bank Securities'],10.0,10.21,11.71,0.171,0.21,1.71,1,2005,False
843,RUTX,2005-08-02,The Republic Group ,['JP Morgan/Banc of America'],14.0,14.0,14.15,0.010714286,0.0,0.15,1,2005,False
844,MWIV,2005-08-02,MWI Veterinary Supply ,['Banc of America'],17.0,20.14,21.25,0.25,3.14,4.25,3,2005,False
845,ESCH,2005-08-03,Eschelon Telecom ,['Lehman Brothers/Jefferies'],14.0,13.78,13.15,-0.060714286,-0.22,-0.85,1,2005,True
846,WRSP,2005-08-03,WorldSpace ,['UBS Investment Bank'],21.0,24.1,22.36,0.06476191,3.1,1.36,3,2005,False
847,AATI,2005-08-03,Advanced Analogic Technologies ,['Morgan Stanley/Merrill Lynch'],10.0,12.25,11.87,0.187,2.25,1.87,2,2005,False
848,CNCAU,2005-08-04,Chardan North China Acquisition ,['EarlyBridCapital'],6.0,5.95,6.15,0.025,-0.05,0.15,1,2005,False
849,CSCAU,2005-08-04,Chardan Southj China Acquisition,['EarlyBridCapital'],6.0,5.98,6.15,0.025,-0.02,0.15,1,2005,False
850,ADLS,2005-08-04,Advanced Life Sciences ,"['C.E. Unterberg, Towbin/ThinkEquity Partners']",5.0,5.03,6.0,0.2,0.03,1.0,1,2005,False
851,ATRC,2005-08-04,AtriCure ,['UBS Investment Bank/Piper Jaffray'],12.0,12.1,14.08,0.17333333,0.1,2.08,2,2005,False
852,HOKU,2005-08-04,Hoku Scientific ,['Piper Jaffray'],6.0,6.01,5.36,-0.10666667,0.01,-0.64,1,2005,True
853,BIDU,2005-08-04,Baidu.com ,['Goldman Sachs/Creidt Suisse First Boston'],27.0,66.0,122.54,3.5385184,39.0,95.54,4,2005,False
854,DRC,2005-08-04,Dresser-Rand Group ,['Morgan Stanley/Citigroup'],21.0,22.01,22.8,0.08571429,1.01,1.8,2,2005,False
855,KFI,2005-08-08,K&F Holdings Industries ,['Goldman Sachs/Lehman Brothers'],17.5,18.45,17.4,-0.0057142857,0.95,-0.1,3,2005,True
856,JRVR,2005-08-08,James River Group ,['Keefe Bruyette & Woods'],18.0,18.15,20.0,0.11111111,0.15,2.0,2,2005,False
857,RUTH,2005-08-08,Ruth's Chris Steak House ,['Banc of America/Wachovia'],18.0,19.8,20.7,0.15,1.8,2.7,3,2005,False
858,SSW,2005-08-08,Seaspan ,['Citigroup/Merrill Lynch'],21.0,21.1,21.3,0.014285714,0.1,0.3,1,2005,False
859,FSGI,2005-08-09,First Security Group ,['Keefe Bruyette & Woods'],10.0,10.5,10.17,0.017,0.5,0.17,3,2005,False
860,CMED,2005-08-09,China Medical Technologies ,['UBS Investment Bank'],15.0,15.45,16.2,0.08,0.45,1.2,2,2005,False
861,COLY,2005-08-09,Coley Pharmaceutical Group ,['Merrill Lynch/JP Morgan'],16.0,18.55,18.88,0.18,2.55,2.88,3,2005,False
862,ROLL,2005-08-09,RBC Bearings ,['Merrill Lynch'],14.5,14.8,15.27,0.053103447,0.3,0.77,1,2005,False
863,FRZ,2005-08-09,Reddy Ice Holdings ,['Bear Stearns/Lehman Brothers/Credit Suisse First Boston'],18.5,19.6,19.31,0.043783784,1.1,0.81,3,2005,False
864,CF,2005-08-10,CF Industries Holdings ,['Morgan Stanley/JP Morgan'],16.0,16.25,16.2,0.0125,0.25,0.2,2,2005,False
865,HPY,2005-08-10,Heartland Payment Systems ,['Citigroup'],18.0,22.5,24.51,0.36166668,4.5,6.51,2,2005,False
866,RFX,2005-08-10,Refco ,['Credit Suisse First Boston/Goldman Sachs/Banc of America'],22.0,26.25,27.48,0.24909091,4.25,5.48,3,2005,False
867,BRNC,2005-08-15,Bronce Driling,['Johnson Rice/Jefferies'],17.0,19.0,18.47,0.08647059,2.0,1.47,2,2005,False
868,KONA,2005-08-15,Kona Grill,['Oppenheimer/Feltl'],11.0,13.0,12.5,0.13636364,2.0,1.5,2,2005,False
869,ROC,2005-08-16,Rockwood Holdings ,['Goldman Sachs/Credit Suisse First Boston'],20.0,19.72,20.0,0.0,-0.28,0.0,1,2005,False
870,WPZ,2005-08-17,Williams Partners ,['Lehman Brothers'],21.5,24.9,25.5,0.18604651,3.4,4.0,3,2005,False
871,SCDEU,2005-08-18,Stone Acarde Acquisition ,['Morgan Joseph'],6.0,6.04,6.15,0.025,0.04,0.15,1,2005,False
872,ITHKU,2005-08-18,Ithaka Acquisition ,['EarlyBirdCaptial/ThinkEquity'],6.0,5.95,5.85,-0.025,-0.05,-0.15,1,2005,True
873,EPE,2005-08-23,Enterprise GP Holdings LP ,['Citigroup/Lehman Brothers'],28.0,33.05,32.55,0.1625,5.05,4.55,3,2005,False
874,RMX,2005-08-23,Ready Mix ,"['Ladenburg, Thalmann/Wunderlich Securities']",11.0,12.0,12.1,0.1,1.0,1.1,1,2005,False
875,AVPAU,2005-08-26,Ad.Venture Partners ,['Wedbush Morgan'],6.0,6.01,5.9,-0.016666668,0.01,-0.1,1,2005,True
876,CNUTU,2005-09-09,Coconut Palm Acquisition ,['Morgan Joseph/EarlyBirdCapital'],6.0,6.2,6.2,0.033333335,0.2,0.2,1,2005,False
877,WLSC,2005-09-19,Williams Scotsman International ,['Citigroup/Lehman Brothers/CIBC World Markets'],16.0,15.86,15.93,-0.004375,-0.14,-0.07,2,2005,True
878,NXTY,2005-09-20,Nexity Financial ,['Raymond James'],16.0,16.31,16.25,0.015625,0.31,0.25,1,2005,False
879,IKAN,2005-09-21,Ikanos Communications ,['Citigroup/Lehman Brothers'],12.0,13.3,13.0,0.083333336,1.3,1.0,2,2005,False
880,NPTE,2005-09-22,North Pointe Holdings ,['SunTrust Robinson Humphrey'],12.0,12.26,12.03,0.0025,0.26,0.03,2,2005,False
881,GCA,2005-09-22,Global Cash Access Holdings ,['Goldman Sachs/JP Morgan'],14.0,15.22,14.96,0.068571426,1.22,0.96,3,2005,False
882,HRZ,2005-09-26,Horizon Lines ,['Goldman Sachs/UBS Investment Bank'],10.0,10.5,10.75,0.075,0.5,0.75,1,2005,False
883,SNSS,2005-09-26,Sunesis Pharmaceuticals ,['Lehman Brothers/SG Cowen'],7.0,7.09,6.5,-0.071428575,0.09,-0.5,1,2005,True
884,TRXI,2005-09-27,TRX ,['Credit Suisse First Boston'],9.0,9.0,9.06,0.006666667,0.0,0.06,1,2005,False
885,GHDX,2005-09-28,Genomic Health ,['JP Morgan/Lehman Brothers'],12.0,12.0,11.75,-0.020833334,0.0,-0.25,2,2005,True
886,TLEO,2005-09-28,Taleo ,['Citigroup'],14.0,14.01,13.6,-0.028571429,0.01,-0.4,2,2005,True
887,AVRX,2005-09-28,Avalon Pharmaceuticals ,['W.R. Hambrecht + Co.'],10.5,10.51,9.49,-0.096190475,0.01,-1.01,1,2005,True
888,CBOU,2005-09-28,Caribou Coffee ,['Merril Lynch/Thomas Weisel Partners'],14.0,15.5,13.0,-0.071428575,1.5,-1.0,2,2005,True
889,GLP,2005-09-28,Global Partners ,['Lehman Brothers/KeyBanc Capital Markets'],22.0,25.0,23.7,0.07727273,3.0,1.7,3,2005,False
890,WBMD,2005-09-28,WebMD Health ,['Morgan Stanley/Citigroup/Goldman Sachs'],17.5,19.8,24.4,0.3942857,2.3,6.9,2,2005,False
891,SNBI,2005-09-29,State National Bancshares ,"[""Keefe Bruyette & Woods/Sandler O'Neill""]",26.0,27.6,26.0,0.0,1.6,0.0,3,2005,False
892,VPRT,2005-09-29,VistaPrint Limited ,['Goldman Sachs/Bear Stearns'],12.0,12.27,15.25,0.27083334,0.27,3.25,2,2005,False
893,GASS,2005-10-05,StealthGas ,['Cantor Fitzgerald'],14.5,14.59,13.8,-0.048275862,0.09,-0.7,2,2005,True
894,ACLI,2005-10-06,American Commercial Lines ,['Merrill Lynch/UBS Investment Bank'],21.0,26.5,28.3,0.34761906,5.5,7.3,1,2005,False
895,TAL,2005-10-11,TAL International ,['Credit Suisse First Boston/Deutsche Bank/Jefferies'],18.0,18.0,18.0,0.0,0.0,0.0,2,2005,False
896,DHT,2005-10-12,Double Hull Tankers ,['Merrill Lynch/UBS Investment Bank'],12.0,12.0,12.05,0.004166667,0.0,0.05,1,2005,False
897,PTEK,2005-10-13,PokerTek ,['Feltl'],11.0,11.3,10.25,-0.06818182,0.3,-0.75,2,2005,True
898,BOT,2005-10-18,CBOT Holdings ,['Credit Suisse First Boston/JP Morgan'],54.0,80.75,80.3,0.48703703,26.75,26.3,4,2005,False
899,FDSUA,2005-10-19,Federal Services Acquisition ,['CRT Capital Group'],6.0,6.1,6.01,0.0016666667,0.1,0.01,1,2005,False
900,PMQCU,2005-10-21,Paramount Acquisition ,['EarlyBirdCapital'],6.0,6.05,6.19,0.031666666,0.05,0.19,1,2005,False
901,NCIT,2005-10-21,NCI ,['Legg Mason Wood Walker/Raymond James'],10.5,11.25,12.17,0.15904762,0.75,1.67,2,2005,False
902,KHPAU,2005-10-24,Key Hospitality Acquisition ,['Maxim Group'],8.0,8.0,8.0,0.0,0.0,0.0,1,2005,False
903,PGRIU,2005-10-24,Platinum Energy Resources ,['Casimir Capital/Cantor Fitzgerald'],8.0,7.75,7.5,-0.0625,-0.25,-0.5,1,2005,True
904,CSA,2005-10-26,Cogdell Spencer ,['Banc of America/Citigroup'],17.0,17.0,17.0,0.0,0.0,0.0,1,2005,False
905,HERO,2005-10-26,Hercules Offshore ,['Credit Suisse First Boston'],20.0,23.5,21.9,0.095,3.5,1.9,3,2005,False
906,MATH,2005-10-26,MathStar ,['Feltl'],6.0,6.5,5.9,-0.016666668,0.5,-0.1,1,2005,True
907,NXTM,2005-10-26,NxStage Medical ,['Merrill Lynch'],10.0,10.2,11.76,0.176,0.2,1.76,1,2005,False
908,MELA,2005-10-28,Electro-Optical Sciences ,['ThinkEquity Partners/Stanford Group'],5.0,6.5,7.71,0.542,1.5,2.71,1,2005,False
909,ABPI,2005-10-28,Accentia Biopharmaceuticals ,['Jefferies'],8.0,8.0,7.25,-0.09375,0.0,-0.75,1,2005,True
910,CBEY,2005-11-01,Cbeyond Communications ,['Deutsche Bank'],12.0,12.0,12.0,0.0,0.0,0.0,1,2005,False
911,NKT,2005-11-01,Newkirk Realty Trust ,['Bear Stearns/Credit Suisse First Boston'],16.0,15.45,15.05,-0.059375,-0.55,-0.95,1,2005,True
912,WSPI,2005-11-01,Website Pros ,['Friedman Billings Ramsey'],10.0,10.02,10.01,0.001,0.02,0.01,1,2005,False
913,BWP,2005-11-08,Boardwalk Pipeline Partners L.P.,['Citigroup/Lehamn Brothers'],19.5,19.5,18.95,-0.028205128,0.0,-0.55,3,2005,True
914,CRXX,2005-11-08,CombinatoRx ,['SG Cowen/Pacific Growth Equities'],7.0,7.09,7.85,0.12142857,0.09,0.85,1,2005,False
915,IRBT,2005-11-08,iRobot ,['Morgan Stanley/JP Morgan'],24.0,29.51,26.7,0.1125,5.51,2.7,2,2005,False
916,SFUN,2005-11-08,Saifun Semiconductors Ltd. ,['Lehman Brothers/Deutsche Bank'],23.5,31.18,35.3,0.50212765,7.68,11.8,3,2005,False
917,CDS-U,2005-11-10,Cold Spring Capital ,['Deutsche Bank'],6.0,5.8,5.9,-0.016666668,-0.2,-0.1,1,2005,True
918,CCO,2005-11-10,Clear Channel Outdoor Holdings ,['Goldman Sachs/Deutsche Bank/JP Morgan/Merrill Lynch/UBS Investment Bank'],18.0,17.75,18.55,0.030555556,-0.25,0.55,1,2005,False
919,IHS ,2005-11-10,IHS ,['Goldman Sachs/Citigroup'],16.0,17.0,17.1,0.06875,1.0,1.1,2,2005,False
920,VIMC,2005-11-14,Vimicro International ,['Morgan Stanley'],10.0,10.01,8.36,-0.164,0.01,-1.64,1,2005,True
921,ICE,2005-11-15,IntercontinentalExchange ,['Morgan Stanley/Goldman Sachs'],26.0,39.0,39.25,0.50961536,13.0,13.25,3,2005,False
922,SPWR,2005-11-16,SunPower ,['Credit Suisse First Boston/Lehman Brothers'],18.0,28.0,25.45,0.4138889,10.0,7.45,3,2005,False
923,AMSF,2005-11-17,AMERISAFE ,['Friedman Billings Ramsey/William Blair'],9.0,9.02,9.0,0.0,0.02,0.0,1,2005,False
924,DOVR,2005-11-17,Dover Saddlery ,['W.R. Hambrecht+Co.'],10.0,10.06,10.25,0.025,0.06,0.25,1,2005,False
925,UARM,2005-11-17,Under Armour ,['Goldman Sachs'],13.0,31.0,25.3,0.9461538,18.0,12.3,3,2005,False
926,TRX,2005-11-21,Tronox ,['Lehman Brothers/JPMorgan'],14.0,13.6,14.3,0.021428572,-0.4,0.3,1,2005,False
927,UDRL,2005-11-21,Union Drilling ,['JPMorgan/Jefferies'],14.0,13.61,14.41,0.029285714,-0.39,0.41,1,2005,False
928,BKD,2005-11-21,Brookdale Senior Living ,['Goldman Sachs/Lehman Brothers'],18.0,23.1,25.43,0.41277778,5.1,7.43,2,2005,False
929,ACTS,2005-11-29,Actions Semiconductor ,['Credit Suisse First Boston'],8.0,7.9,8.0,0.0,-0.1,0.0,1,2005,False
930,DPM,2005-12-01,DCP Midstream Partners ,['Lehman Brothers/Citigroup'],21.5,22.9,23.05,0.072093025,1.4,1.55,3,2005,False
931,VOCS,2005-12-06,Vocus ,['Thomas Weisel Partners/RBC Capital Markets'],9.0,9.27,10.0,0.11111111,0.27,1.0,2,2005,False
932,WTHN,2005-12-09,WiderThan ,['JPMorgan/Merrill Lynch'],12.0,14.5,12.0,0.0,2.5,0.0,1,2005,False
933,BAS,2005-12-09,Basic Energy Services ,['Goldman Sachs/Credit Suisse First Boston'],20.0,22.0,21.5,0.075,2.0,1.5,3,2005,False
934,CYNO,2005-12-09,Cynosure ,['Citigroup'],15.0,16.99,18.93,0.262,1.99,3.93,2,2005,False
935,SCOP,2005-12-12,Scopus Video Networks ,['Thomas Weisel Partners/CIBC Worldmarkets'],7.0,7.02,7.24,0.034285713,0.02,0.24,1,2005,False
936,CAPB,2005-12-12,CapitalSouth Bancorp ,['Sterne Agee & Leach'],18.5,19.0,18.5,0.0,0.5,0.0,2,2005,False
937,TRAK,2005-12-12,DealerTrack Holdings ,['Lehman Brothers/JP Morgan'],17.0,19.75,19.25,0.13235295,2.75,2.25,3,2005,False
938,STP,2005-12-13,Suntech Power Holdings ,['Credit Suisse First Boston/Morgan Stanley'],15.0,20.35,21.2,0.41333333,5.35,6.2,2,2005,False
939,RPB,2005-12-14,Republic Property Trust,['Lehman Brothers/Bear Stearns'],12.0,12.0,12.0,0.0,0.0,0.0,1,2005,False
940,SOMX,2005-12-14,Somaxon Pharmaceuticals ,['Morgan Stanley/JP Morgan'],11.0,11.0,10.71,-0.026363635,0.0,-0.29,1,2005,True
941,CNCP,2005-12-14,Carolina National Bank ,['Scott & Stringfellow'],16.0,16.85,17.0,0.0625,0.85,1.0,2,2005,False
942,CPA,2005-12-14,Copa Holdings S.A. ,['Morgan Stanley/Goldman Sachs'],20.0,22.53,24.25,0.2125,2.53,4.25,3,2005,False
943,EDA-U,2005-12-15,Endeavor Acquisition,['Ladenburg Thalmann/Broadband Capital Markets'],8.0,8.01,8.0,0.0,0.01,0.0,1,2005,False
944,DEIX,2005-12-15,Directed Electronics ,['Goldman Sachs/JP Morgan'],16.0,17.0,14.0,-0.125,1.0,-2.0,3,2005,True
945,EMS,2005-12-15,Emergency Medical Services ,['Banc of America/JP Morgan'],14.0,14.0,13.1,-0.06428572,0.0,-0.9,1,2005,True
946,SPSN,2005-12-15,Spansion ,['Citigroup/Credit Suisse First Boston'],12.0,12.0,13.55,0.12916666,0.0,1.55,1,2005,False
947,SEA-U,2005-12-16,Star Maritime Acquisition ,['Maxim Group/EarlyBirdCapital'],10.0,9.9,9.92,-0.008,-0.1,-0.08,1,2005,True
948,BDSBU,2005-12-16,Boulder Specialty Brands ,['Citigroup/Roth Capital Partners'],8.0,9.0,9.0,0.125,1.0,1.0,1,2005,False
949,CRMH,2005-12-20,CRM Holdings ,"[""Sandler O'Neill/KeyBanc Capital Markets""]",13.0,13.11,13.0,0.0,0.11,0.0,2,2005,False
950,PXPL,2005-12-20,Pixelplus Ltd. ,['Jefferies Broadview/WR Hambracht+Co.'],8.0,8.03,8.01,0.00125,0.03,0.01,1,2005,False
951,NCST,2005-12-21,NUCRYST Pharmaceuticals ,['Jefferies'],10.0,10.0,10.0,0.0,0.0,0.0,1,2005,False
952,LINE,2006-01-12,Linn Energy LLC ,['RBC Capital Markets/Lehman Brothers'],21.0,25.1,22.0,0.04761905,4.1,1.0,2,2006,False
953,WNR,2006-01-18,Western Refining,['Banc of America/Deutsche Bank'],17.0,19.0,18.59,0.09352941,2.0,1.59,3,2006,False
954,ARII,2006-01-19,American Railcar Industries ,['UBS Investment Bank/Bear Stearns'],21.0,23.07,22.955,0.093095236,2.07,1.955,3,2006,False
955,ARGLU,2006-01-24,Argyle Security Acquisition ,['Rodman & Renshaw/I-Bankers'],8.0,8.0,7.95,-0.00625,0.0,-0.05,1,2006,True
956,CLMT,2006-01-25,Calumet Specialty Products Partners L.P. ,['Goldman Sachs'],21.5,22.02,21.75,0.011627907,0.52,0.25,3,2006,False
957,HBRYU,2006-01-25,Highbury Financial ,['ThinkEquity Partners/EarlyBirdCapital'],6.0,6.0,6.0,0.0,0.0,0.0,1,2006,False
958,ALTU,2006-01-25,Altus Pharmaceuticals ,['Merrill Lynch/Morgan Stanley'],15.0,15.26,16.82,0.12133333,0.26,1.82,2,2006,False
