,Ticker,Trade Date,Company,Lead/Joint-Lead Mangers,Offer Price,Opening Price,1st Day Close,1st Day Percent Change,Change Opening,Change Close,Star Ratings,Year,Underpriced
0,SQSW,2000-05-12,Sequoia Software ,['Lehman Brothers'],8.0,10.25,10.0625,0.2578125,2.25,2.0625,2,2000,False
1,UNWR,2000-05-18,US Unwired,['Donaldson Lufkin & Jenrette'],11.0,11.03125,11.0625,0.0056818184,0.03125,0.0625,1,2000,False
2,NGTC,2000-05-18,Nogatech ,['W.R. Hambrecht+Co'],12.0,11.875,9.40625,-0.21614583,-0.125,-2.59375,1,2000,True
3,IBEM,2000-05-18,iBEAM Broadcasting ,['Morgan Stanley Dean Witter'],10.0,11.5,14.0,0.4,1.5,4.0,2,2000,False
4,NUFO,2000-05-18,New Focus ,['Credit Suisse First Boston'],20.0,40.0,51.0,1.55,20.0,31.0,3,2000,False
5,CSAV,2000-05-19,CoolSavings.com ,['Chase H&Q'],7.0,7.0,5.53125,-0.20982143,0.0,-1.46875,1,2000,True
6,PXLW,2000-05-19,PixelWorks ,['Salomon Smith Barney'],10.0,11.25,10.890625,0.0890625,1.25,0.890625,3,2000,False
7,PRTH,2000-05-19,Parthus Technologies ,"['Goldman, Sachs']",12.6,20.0,20.8125,0.65178573,7.4,8.2125,3,2000,False
8,ICST,2000-05-23,Integrated Circuit Systems ,['Credit Suisse First Boston'],13.0,13.0,12.0,-0.07692308,0.0,-1.0,1,2000,True
9,UCO,2000-05-24,Universal Compression Holdings ,['Merrill Lynch'],22.0,23.25,22.0625,0.0028409092,1.25,0.0625,2,2000,False
10,CTLM,2000-05-24,Centillium Communications ,['Credit Suisse First Boston'],19.0,20.25,22.875,0.20394737,1.25,3.875,3,2000,False
11,SMDI,2000-05-25,Stanford Microdevices ,['Deutsche Banc Alex Brown'],12.0,12.0,13.75,0.14583333,0.0,1.75,3,2000,False
12,SONS,2000-05-25,Sonus Networks ,"['Goldman, Sachs']",23.0,32.0,50.5,1.1956521,9.0,27.5,4,2000,False
13,FHRX,2000-05-31,First Horizon Pharmaceutical ,['Chase H&Q'],8.0,8.0,8.0,0.0,0.0,0.0,1,2000,False
14,NRG,2000-05-31,NRG Energy ,['Salomon Smith Barney'],15.0,15.875,16.625,0.108333334,0.875,1.625,2,2000,False
15,CWLD,2000-06-01,CrossWorlds Software ,['Chase H&Q'],10.0,10.0,10.125,0.0125,0.0,0.125,1,2000,False
16,ONIS,2000-06-01,ONI Systems ,"['Goldman, Sachs']",25.0,80.0,82.5625,2.3025,55.0,57.5625,4,2000,False
17,EXLT,2000-06-02,EXULT,['Merrill Lynch'],10.0,10.0625,10.0,0.0,0.0625,0.0,1,2000,False
18,UPCS,2000-06-07,UbiquiTel ,"['Donaldson, Lufkin & Jenrette']",8.0,7.9375,7.6875,-0.0390625,-0.0625,-0.3125,1,2000,True
19,CYH,2000-06-09,Community Health Systems ,['Merrill Lynch'],13.0,13.375,13.6875,0.052884616,0.375,0.6875,2,2000,False
20,ISRG,2000-06-13,Intuitive Surgical ,['Lehman Brothers'],9.0,9.0,9.03125,0.0034722222,0.0,0.03125,1,2000,False
21,TTA,2000-06-13,Take To Auction ,['Noble International Investments'],8.0,7.8125,8.5,0.0625,-0.1875,0.5,1,2000,False
22,AUGT,2000-06-14,August Technology,['Needham'],12.0,15.25,15.1875,0.265625,3.25,3.1875,2,2000,False
23,REDF,2000-06-14,Rediff.com India ,"['Goldman, Sachs']",12.0,21.0,19.3125,0.609375,9.0,7.3125,3,2000,False
24,OSCA,2000-06-15,OSCA ,['Salomon Smith Barney'],15.5,17.0,17.625,0.13709678,1.5,2.125,3,2000,False
25,DNDN,2000-06-16,Dendreon,['Prudential Vector Healthcare'],10.0,10.03125,9.6875,-0.03125,0.03125,-0.3125,1,2000,True
26,SLT,2000-06-20,Silverline Technologies ,['Salomon Smith Barney'],25.0,30.5,32.0,0.28,5.5,7.0,1,2000,False
27,CHU,2000-06-21,China Unicom ,['Morgan Stanley Dean Witter & China Intl.'],19.99,22.0,22.375,0.11930966,2.01,2.385,3,2000,False
28,CPHD,2000-06-21,Cepheid ,['UBS Warburg '],6.0,6.25,9.0,0.5,0.25,3.0,1,2000,False
29,HAND,2000-06-21,Handspring ,['Credit Suisse First Boston'],20.0,27.0,26.9375,0.346875,7.0,6.9375,2,2000,False
30,CKSW,2000-06-22,ClickSoftware ,['Lehman Brothers'],7.0,7.0,7.0,0.0,0.0,0.0,1,2000,False
31,CRL,2000-06-23,Charles River Laboratories ,['Donaldson Lufkin & Jenrette/Lehman Brothers'],16.0,19.5,22.0,0.375,3.5,6.0,4,2000,False
32,ACCL,2000-06-23,Accelerated Networks ,['Credit Suisse First Boston'],15.0,33.0,47.875,2.1916666,18.0,32.875,2,2000,False
33,MSV,2000-06-23,Manufacturers Services  ,['Donaldson Lufkin & Jenrette'],16.0,20.75,21.25,0.328125,4.75,5.25,3,2000,False
34,QBAK,2000-06-23,QualStar ,['First Van Kasper/Needham'],7.0,7.5625,7.71875,0.102678575,0.5625,0.71875,1,2000,False
35,EFDS,2000-06-27,eFunds ,['Lehman Brothers'],13.0,13.03125,13.0,0.0,0.03125,0.0,1,2000,False
36,CKCM,2000-06-27,Click Commerce ,['Morgan Stanley Dean Witter'],10.0,14.0,17.625,0.7625,4.0,7.625,3,2000,False
37,MRVL,2000-06-27,Marvell Technology Group ,"['Goldman, Sachs']",15.0,47.5,56.625,2.775,32.5,41.625,4,2000,False
38,STLW,2000-06-27,Stratos Lightwave ,['Lehman Brothers'],21.0,50.0,34.125,0.625,29.0,13.125,4,2000,False
39,GENU,2000-06-28,Genuity ,['Morgan Stanley Dean Witter/Salomon Smith Barney'],11.0,10.75,9.40625,-0.14488636,-0.25,-1.59375,1,2000,True
40,ACCD,2000-06-29,Accord Networks ,['CIBC World Markets'],11.0,11.0,8.9375,-0.1875,0.0,-2.0625,3,2000,True
41,CARE,2000-06-29,CareScience  ,['Deutsche Banc Alex. Brown'],12.0,11.25,10.015625,-0.16536458,-0.75,-1.984375,1,2000,True
42,CPST,2000-06-29,CapStone Turbine ,"['Goldman, Sachs']",16.0,27.375,47.984375,1.9990234,11.375,31.984375,2,2000,False
43,VRGE,2000-06-29,Virage ,['Credit Suisse First Boston'],11.0,14.5,16.875,0.53409094,3.5,5.875,3,2000,False
44,NTES,2000-06-30,Netease.com ,['Merrill Lynch'],15.5,15.3125,12.125,-0.21774194,-0.1875,-3.375,3,2000,True
45,MBT,2000-06-30,Mobile Telesystems,['DBAB/ING'],21.5,21.5,22.375,0.040697675,0.0,0.875,3,2000,False
46,MOBE,2000-06-30,Mobility Electronics ,['Deutsche Banc Alex. Brown'],12.0,13.0,13.0,0.083333336,1.0,1.0,3,2000,False
47,EXFO,2000-06-30,Exfo Electro-Optical Engineering ,['Merrill Lynch'],26.0,45.875,43.875,0.6875,19.875,17.875,4,2000,False
48,PRSE,2000-06-30,Precise Software Soluntions ,['Merrill Lynch'],16.0,18.75,24.0,0.5,2.75,8.0,3,2000,False
49,STOR,2000-06-30,StorageNetworks ,"['Goldman, Sachs']",27.0,92.0,90.25,2.3425925,65.0,63.25,3,2000,False
50,IVTA,2000-07-07,InfoVista SA ,['Lehman Brothers'],12.23,15.5,30.5,1.4938675,3.27,18.27,3,2000,False
51,ASTT,2000-07-11,ASAT Holdings ,['Chase H&Q'],12.0,12.0,11.0,-0.083333336,0.0,-1.0,3,2000,True
52,ACLS,2000-07-11,Axcelis Technologies ,"['Goldman, Sachs/Morgan Stanley Dean Witter']",22.0,27.5,23.9375,0.08806818,5.5,1.9375,4,2000,False
53,ENTG,2000-07-11,Entegris  ,['Merrill Lynch'],11.0,10.875,11.1875,0.017045455,-0.125,0.1875,1,2000,False
54,TKC,2000-07-11,Turkcell ,['Goldman Sachs/Morgan Stanlet Dean Witter'],17.6,18.0,17.625,0.0014204546,0.4,0.025,2,2000,False
55,DVIN,2000-07-12,divine interVentures  ,['Robertson Stephens'],9.0,8.5,8.78125,-0.024305556,-0.5,-0.21875,1,2000,True
56,SOHU,2000-07-12,Sohu.com ,['Credit Suisse First Boston'],13.0,13.3125,13.0,0.0,0.3125,0.0,1,2000,False
57,IMNY,2000-07-13,I-Many ,['Robertson Stephens'],9.0,9.03125,12.484375,0.3871528,0.03125,3.484375,2,2000,False
58,NENG,2000-07-13,Network Engines  ,['Donaldson Lufkin & Jenrette'],17.0,28.0,29.0,0.7058824,11.0,12.0,4,2000,False
59,SRTI,2000-07-13,Sunrise Telecom ,['Chase H&Q'],15.0,31.0,40.3125,1.6875,16.0,25.3125,4,2000,False
60,TNSI,2000-07-13,Triton Network Systems ,['Credit Suisse First Boston'],15.0,35.0,38.875,1.5916667,20.0,23.875,3,2000,False
61,OVTI,2000-07-14,OmniVision Technologies ,['Robertson Stephens'],13.0,27.0,34.0,1.6153846,14.0,21.0,3,2000,False
62,PTIE,2000-07-14,Pain Therapeutics ,['Thomas Weisel'],12.0,14.5,21.875,0.8229167,2.5,9.875,3,2000,False
63,DCGN,2000-07-18,deCODE Genetics ,['Morgan Stanley Dean Witter'],18.0,28.5,24.0,0.33333334,10.5,6.0,3,2000,False
64,TBIO,2000-07-18,Transgenomic ,['Chase H&Q'],15.0,22.0,25.875,0.725,7.0,10.875,4,2000,False
65,AGNT,2000-07-19,Argonaut Technologies ,['UBS Warburg '],15.0,25.0,23.4375,0.5625,10.0,8.4375,3,2000,False
66,SPRT,2000-07-19,Support.com ,['Credit Suisse First Boston'],14.0,25.5,32.625,1.3303572,11.5,18.625,3,2000,False
67,AIRN,2000-07-20,Airspan Networks ,['Credit Suisse First Boston'],15.0,41.5,31.9375,1.1291667,26.5,16.9375,5,2000,False
68,VASC,2000-07-20,Vascular Solutions  ,['Salomon Smith Barney'],12.0,16.0,16.1875,0.34895834,4.0,4.1875,2,2000,False
69,CRIO,2000-07-21,Corio ,"['Goldman, Sachs']",14.0,21.5,19.6875,0.40625,7.5,5.6875,5,2000,False
70,SMTX,2000-07-21,SMTC ,['Lehman Brothers/RBC Dominion'],16.0,21.0,25.375,0.5859375,5.0,9.375,2,2000,False
71,TALR,2000-07-21,Talarian ,['Lehman Brothers'],14.0,25.875,22.75,0.625,11.875,8.75,5,2000,False
72,VGNX,2000-07-21,Variagenics ,['Credit Suisse First Boston'],14.0,22.75,24.5,0.75,8.75,10.5,3,2000,False
73,ILND,2000-07-25,Interland ,"['Bear, Stearns']",12.0,10.75,8.9375,-0.25520834,-1.25,-3.0625,3,2000,True
74,BLUE,2000-07-25,Blue Martini Software ,"['Goldman, Sachs']",20.0,43.0,54.78125,1.7390625,23.0,34.78125,5,2000,False
75,EVOK,2000-07-25,Evoke ,['Salomon Smith Barney'],8.0,7.875,8.125,0.015625,-0.125,0.125,1,2000,False
76,GMNI,2000-07-26,Gemini Genomics ,['SG Cowen'],14.0,15.0,20.0,0.42857143,1.0,6.0,3,2000,False
77,DPII,2000-07-27,Discovery Partners Internatonal,['Chase H&Q'],18.0,18.0,19.75,0.097222224,0.0,1.75,3,2000,False
78,MSPR,2000-07-27,MainSpring Communications,['Morgan Stanley Dean Witter'],12.0,15.0,14.3125,0.19270833,3.0,2.3125,4,2000,False
79,TCM,2000-07-27,TyCom ,['GS/SSB/ML'],32.0,38.0,36.0625,0.12695312,6.0,4.0625,4,2000,False
80,AMEV,2000-07-27,Applied Molecular Evolution ,['CIBC World Markets'],19.0,25.0,30.875,0.625,6.0,11.875,3,2000,False
81,RITA,2000-07-27,RITA Medical Systems ,['Salomon Smith Barney'],12.0,13.0625,14.375,0.19791667,1.0625,2.375,2,2000,False
82,KERX,2000-07-28,Keryx Biopharmaceuticals ,['Roth Capital'],10.0,9.5,10.0625,0.00625,-0.5,0.0625,2,2000,False
83,AVCI,2000-07-28,Avici Systems ,['Morgan Stanley Dean Witter'],31.0,90.0,96.75,2.1209676,59.0,65.75,5,2000,False
84,CAMT,2000-07-28,Camtek ,['CIBC World Markets'],7.0,6.5,6.0,-0.14285715,-0.5,-1.0,3,2000,True
85,GCOR,2000-07-28,Genencor International ,['Merrill Lynch'],18.0,22.5,21.625,0.2013889,4.5,3.625,4,2000,False
86,VLCT,2000-07-28,ValiCert ,['Deutsche Banc Alex. Brown/Merrill Lynch'],10.0,10.0,11.875,0.1875,0.0,1.875,3,2000,False
87,ARNA,2000-07-28,Arena Pharmaceuticals ,['ING Barings'],18.0,24.0,25.0,0.3888889,6.0,7.0,2,2000,False
88,CORV,2000-07-28,Corvis ,['Credit Suisse First Boston'],36.0,74.0,84.71875,1.3532987,38.0,48.71875,4,2000,False
89,ILMN,2000-07-28,Illumina ,"['Goldman, Sachs']",16.0,29.875,39.171875,1.4482422,13.875,23.171875,4,2000,False
90,LXNT,2000-07-28,Lexent ,['Credit Suisse First Boston'],15.0,20.0,25.5625,0.70416665,5.0,10.5625,3,2000,False
91,WEBX,2000-07-28,WebEx ,"['Goldman, Sachs']",14.0,18.0,33.0625,1.3616072,4.0,19.0625,4,2000,False
92,VIRL,2000-08-01,Virage Logic ,['Lehman Brothers'],12.0,12.0625,12.4375,0.036458332,0.0625,0.4375,3,2000,False
93,CVGP,2000-08-01,Convergent Group ,['Robertson Stephens'],7.0,7.625,7.0,0.0,0.625,0.0,1,2000,False
94,TRPH,2000-08-01,Tripath Technology ,['Salomon Smith Barney'],10.0,9.75,10.0625,0.00625,-0.25,0.0625,1,2000,False
95,WMUX,2000-08-01,Western Multiplex ,['Salomon Smith Barney'],12.0,13.5,14.0,0.16666667,1.5,2.0,3,2000,False
96,SPWX,2000-08-01,SpeechWorks International ,['Chase H&Q'],20.0,45.0,56.75,1.8375,25.0,36.75,4,2000,False
97,ERMS,2000-08-02,eRoom System Technologies ,['Donald'],6.5,6.375,6.125,-0.057692308,-0.125,-0.375,1,2000,True
98,GNSC,2000-08-02,Genaissance Pharmaceuticals,['Deutsche Banc Alex. Brown'],13.0,15.0,16.125,0.24038461,2.0,3.125,3,2000,False
99,OPNT,2000-08-02,OPNET Technologies ,['Morgan Stanley Dean Witter'],13.0,18.0,18.5,0.42307693,5.0,5.5,4,2000,False
100,CPKI,2000-08-02,California Pizza Kitchen ,['Banc of America/Deutsche Banc Alex. Brown'],15.0,20.0,20.25,0.35,5.0,5.25,2,2000,False
101,EVC,2000-08-02,Entravision Communications ,['DLJ/CSFB/ML'],16.5,18.625,19.0,0.15151516,2.125,2.5,2,2000,False
102,FLRE,2000-08-02,Floware Wireless Systems ,['Credit Suisse First Boston'],13.0,18.5,18.140625,0.39543268,5.5,5.140625,3,2000,False
103,IAWK,2000-08-03,iAsiaWorks ,['Goldman Sachs'],13.0,10.5,9.5,-0.26923078,-2.5,-3.5,3,2000,True
104,SCRM,2000-08-03,Screaming Media.com ,['Credit Suisse First Boston'],12.0,11.125,10.5,-0.125,-0.875,-1.5,3,2000,True
105,VERS,2000-08-03,Versicor ,['Lehman Brothers'],11.0,11.03125,9.90625,-0.09943182,0.03125,-1.09375,3,2000,True
106,DGEN,2000-08-03,Deltagen ,['Salomon Smith Barney'],15.0,18.0,19.0,0.26666668,3.0,4.0,3,2000,False
107,RSTA,2000-08-03,Rosetta Inpharmatics ,['Lehman Brothers'],14.0,16.25,17.875,0.2767857,2.25,3.875,3,2000,False
108,ISPH,2000-08-03,Inspire Phamaceuticals ,['Deutsche Banc Alex Brown'],14.25,18.0,18.5,0.2982456,3.75,4.25,2,2000,False
109,RSNT,2000-08-03,Resonate ,"['Goldman, Sachs']",21.0,46.0,36.125,0.7202381,25.0,15.125,4,2000,False
110,SGSF,2000-08-03,SignalSoft ,['Salomon Smith Barney'],17.0,25.0,21.875,0.2867647,8.0,4.875,3,2000,False
111,CWCI,2000-08-04,CrossWave Communications (CWCI),"['Goldman, Sachs']",14.0,14.0,14.0625,0.004464286,0.0,0.0625,3,2000,False
112,EXEE,2000-08-04,EXE Technologies ,['Donaldson Lufkin & Jenrette/Salomon Smith Barney'],8.0,8.03125,8.125,0.015625,0.03125,0.125,1,2000,False
113,ISSC,2000-08-04,Innovative Solutions and Support,['Friedman Billings Ramsey'],11.0,10.625,12.1875,0.10795455,-0.375,1.1875,2,2000,False
114,LTRX,2000-08-04,Lantronix ,['Donaldson Lufkin & Jenrette'],10.0,8.5,8.0,-0.2,-1.5,-2.0,1,2000,True
115,DDDP,2000-08-04,3-Dimentional Pharmaceuticals,"['Bear, Stearns']",15.0,19.0,19.125,0.275,4.0,4.125,2,2000,False
116,BDAL,2000-08-04,Bruker Daltonics  ,['UBS Warburg'],13.0,20.4375,23.125,0.77884614,7.4375,10.125,3,2000,False
117,TUNE,2000-08-04,Microtune,['Goldman Sachs'],16.0,27.0,30.125,0.8828125,11.0,14.125,4,2000,False
118,CRNT,2000-08-04,Ceragon Networks (Giganet-GGNT) ,['Morgan Stanley Dean Witter'],17.0,28.0,22.5,0.32352942,11.0,5.5,3,2000,False
119,APTI,2000-08-08,Advanced Power Technology ,['Stephens'],15.0,16.0,17.0,0.13333334,1.0,2.0,3,2000,False
120,AOLA,2000-08-08,AOL  Latin America ,['Salomon Smith Barney/DLJ'],8.0,7.9375,8.4375,0.0546875,-0.0625,0.4375,1,2000,False
121,MDCO,2000-08-08,Medicines (The) ,['J.P. Morgan'],16.0,17.9375,21.6875,0.35546875,1.9375,5.6875,3,2000,False
122,PMTR,2000-08-08,Pemstar ,['Lehman Brothers'],11.0,11.375,13.5,0.22727273,0.375,2.5,4,2000,False
123,MNDO,2000-08-08,Mind C.T.I. Ltd ,['Lehman Brothers'],10.0,10.0,10.0,0.0,0.0,0.0,1,2000,False
124,ACPW,2000-08-08,Active Power ,"['Goldman, Sachs']",17.0,40.0,52.75,2.1029413,23.0,35.75,3,2000,False
125,TSYS,2000-08-08,TeleCommunications Systems ,['Chase H&Q/DeutscheBanc Alex. Brown'],17.0,22.5,25.0,0.47058824,5.5,8.0,4,2000,False
126,TVIA,2000-08-09,Tvia ,['Banc of America Securities'],11.0,11.0,11.0,0.0,0.0,0.0,3,2000,False
127,CHPC,2000-08-09,ChipPAC ,['Credit Suisse First Boston'],12.0,12.5,13.0,0.083333336,0.5,1.0,3,2000,False
128,MCEL,2000-08-09,Millennium Cell ,['Morgan Keegan'],10.0,10.0,10.0,0.0,0.0,0.0,1,2000,False
129,RPTR,2000-08-09,Repeater Technologies ,['US Bancorp Piper Jaffray'],9.0,17.0,8.75,-0.027777778,8.0,-0.25,4,2000,True
130,AGIX,2000-08-09,AtheroGenics ,['Chase H&Q'],8.0,8.25,8.0,0.0,0.25,0.0,1,2000,False
131,RDVW,2000-08-09,Radview Software ,['Donaldson Lufkin & Jenrette'],10.0,9.03125,10.03125,0.003125,-0.96875,0.03125,1,2000,False
132,PHST,2000-08-09,Pharsight ,['Donaldson Lufkin & Jenrette'],10.0,9.0625,10.03125,0.003125,-0.9375,0.03125,1,2000,False
133,HPOW,2000-08-09,H Power ,['Lehman Brothers'],16.0,18.0,27.0,0.6875,2.0,11.0,3,2000,False
134,MCDT,2000-08-09,McData ,['Credit Suisse First Boston'],28.0,73.0,85.5625,2.0558035,45.0,57.5625,4,2000,False
135,RTIX,2000-08-10,Regeneration Technologies,['Banc of America Securities'],14.0,16.3125,14.125,0.008928572,2.3125,0.125,4,2000,False
136,ESPR,2000-08-10,Esperion Theraputics ,['Robertson Stephens'],9.0,9.5625,11.75,0.30555555,0.5625,2.75,3,2000,False
137,OEH,2000-08-10,Orient-Express Hotels ,['Merrill Lynch/Lazard'],19.0,19.25,19.75,0.039473683,0.25,0.75,2,2000,False
138,VINA,2000-08-10,VINA Technologies ,['Lehman Brothers'],12.0,13.0625,13.5,0.125,1.0625,1.5,1,2000,False
139,EVLV,2000-08-10,Evolve Software ,['Credit Suisse First Boston'],9.0,9.0,18.0,1.0,0.0,9.0,3,2000,False
140,LSBC,2000-08-10,Large Scale Biology ,['J.P. Morgan'],17.0,26.0,21.875,0.2867647,9.0,4.875,3,2000,False
141,AMMD,2000-08-11,American Medical Systems Holdings ,['US Bancorp Piper Jaffray'],11.0,11.03125,11.5625,0.051136363,0.03125,0.5625,2,2000,False
142,CGEN,2000-08-11,Compugen ,['Robertson Stephens'],10.0,10.28125,11.125,0.1125,0.28125,1.125,3,2000,False
143,EQIX,2000-08-11,Equinix ,['Goldman Sachs/Salomon Smith Barney'],12.0,12.75,13.125,0.09375,0.75,1.125,2,2000,False
144,TELK,2000-08-11,Telik ,['Lehman Brothers'],7.0,7.03125,7.0625,0.008928572,0.03125,0.0625,1,2000,False
145,LEON,2000-08-11,Lion Bioscience ,['Morgan Stanley Dean Witter'],39.68,55.5,49.5,0.24747984,15.82,9.82,4,2000,False
146,SYNQ,2000-08-15,SynQuest ,"['Bear, Stearns']",7.0,6.5,7.0,0.0,-0.5,0.0,1,2000,False
147,LEXR,2000-08-15,Lexar Media ,['Chase H&Q'],8.0,8.03125,8.0,0.0,0.03125,0.0,1,2000,False
148,DYAX,2000-08-15,Dyax ,['J.P. Morgan'],15.0,19.0,25.75,0.71666664,4.0,10.75,3,2000,False
149,OTWO,2000-08-16,o2wireless Solutions ,['Chase H&Q'],12.0,12.0625,13.375,0.114583336,0.0625,1.375,3,2000,False
150,PEOP,2000-08-16,PeoplePC ,['Chase H&Q'],10.0,10.0,8.875,-0.1125,0.0,-1.125,1,2000,True
151,AVSR,2000-08-17,Avistar Communications,['Chase H&Q'],12.0,12.0625,9.375,-0.21875,0.0625,-2.625,1,2000,True
152,VVVV,2000-08-18,Viasource Communications ,"['Donaldson, Lufkin & Jenrette']",8.0,8.015625,8.0,0.0,0.015625,0.0,1,2000,False
153,ITXI,2000-08-18,Integrated Telecom Express ,['Lehman Brothers'],18.0,18.25,24.875,0.38194445,0.25,6.875,3,2000,False
154,PIII,2000-08-18,PECO II ,['Robertson Stephens/CIBC World Markets'],15.0,21.25,23.0,0.53333336,6.25,8.0,3,2000,False
155,WJCI,2000-08-18,WJ Communications ,['Chase H&Q'],16.0,34.0,32.25,1.015625,18.0,16.25,4,2000,False
156,ISTA,2000-08-22,ISTA Pharmacauticals ,['CIBC World Markets'],10.5,10.59375,10.75,0.023809524,0.09375,0.25,1,2000,False
157,OIIM,2000-08-23,02 Micro ,['Roberston Stephens'],9.0,16.0,20.765625,1.3072916,7.0,11.765625,2,2000,False
158,SVCW,2000-08-25,ServiceWare Technologies,"['C.E. Unterberg, Towbin']",7.0,8.5,8.75,0.25,1.5,1.75,1,2000,False
159,VRYA,2000-09-19,ViryaNet ,['Chase H&Q'],8.0,8.03125,8.0625,0.0078125,0.03125,0.0625,1,2000,False
160,COD,2000-09-19,Chiles Offshore ,['Credit Suisse First Boston'],19.0,21.0625,21.0,0.10526316,2.0625,2.0,2,2000,False
161,TTMI,2000-09-21,TTM Technologies ,['Robertson Stephens'],16.0,19.75,20.9375,0.30859375,3.75,4.9375,4,2000,False
162,OMNY,2000-09-21,OmniSky ,['Credit Suisse First Boston'],12.0,17.125,17.640625,0.4700521,5.125,5.640625,2,2000,False
163,ZNGN,2000-09-21,Zengine ,['William Blair'],13.0,13.0625,14.125,0.086538464,0.0625,1.125,2,2000,False
164,CURN,2000-09-22,Curon Medical ,['UBS Warburg'],11.0,11.75,12.0,0.09090909,0.75,1.0,3,2000,False
165,INRG,2000-09-22,INRANGE Technologies ,['Salomon Smith Barney'],16.0,36.0,46.25,1.890625,20.0,30.25,4,2000,False
166,COSN,2000-09-26,CoSine Communications,"['Goldman, Sachs']",23.0,67.0,63.0625,1.7418479,44.0,40.0625,5,2000,False
167,HYDL,2000-09-27,HyDril ,['Salomon Smith Barney/Credit Suisse First Boston'],17.0,19.0,20.375,0.1985294,2.0,3.375,3,2000,False
168,AVGO,2000-09-27,AvantGo ,['Credit Suisse First Boston'],12.0,22.5,20.0,0.6666667,10.5,8.0,3,2000,False
169,EDEN,2000-09-27,EDEN Bioscience ,['Merrill Lynch'],15.0,24.09375,24.0625,0.6041667,9.09375,9.0625,3,2000,False
170,SOE,2000-09-27,Southern Energy ,"['Goldman, Sachs/Morgan Stanley Dean Witter']",22.0,28.25,28.875,0.3125,6.25,6.875,3,2000,False
171,ASR,2000-09-28,ASUR ,['UBS Warburg'],15.125,15.25,15.1875,0.004132231,0.125,0.0625,2,2000,False
172,DRRX,2000-09-28,DURECT ,['Morgan Stanley Dean Witter'],12.0,16.75,14.40625,0.20052083,4.75,2.40625,3,2000,False
173,UOPX,2000-09-28,University of Phoenix Online,['Credit Suisse First Boston'],14.0,14.0,17.8125,0.27232143,0.0,3.8125,2,2000,False
174,VAST,2000-09-28,Vastera ,['Deutsche Banc Alex. Brown'],14.0,16.6875,17.25,0.23214285,2.6875,3.25,4,2000,False
175,ARDI,2000-09-29,atRoad ,['Credit Suisse First Boston'],9.0,9.0,7.1875,-0.2013889,0.0,-1.8125,2,2000,True
176,HED,2000-09-29,Head NV ,['Morgan Stanley/Goldman Sachs'],10.0,7.75,8.0,-0.2,-2.25,-2.0,2,2000,True
177,STEC,2000-09-29,Simple Technology ,['Lehman Brothers'],11.0,11.0625,9.6875,-0.11931818,0.0625,-1.3125,4,2000,True
178,ELAS,2000-09-29,Elastic Networks ,['Chase H&Q'],13.0,14.0625,13.9375,0.072115384,1.0625,0.9375,4,2000,False
179,GNOM,2000-09-29,Genomica  ,['CIBC World Markets'],19.0,23.0,19.4375,0.023026315,4.0,0.4375,3,2000,False
180,CIPH,2000-09-29,Ciphergen Biosystems ,['SG Cowen'],16.0,32.0625,32.0,1.0,16.0625,16.0,4,2000,False
181,DCNT,2000-09-29,Docent  ,['Deutsche Banc Alex. Brown'],11.0,13.0,18.3125,0.66477275,2.0,7.3125,3,2000,False
182,PRTN,2000-09-29,Proton Energy Systems ,['Morgan Stanley Dean Witter'],17.0,30.5,28.625,0.6838235,13.5,11.625,3,2000,False
183,GB,2000-09-29,Wilson Greatbatch Technologies ,['Donaldson Lufkin & Jenrette/Merrill Lynch'],16.0,20.0,22.875,0.4296875,4.0,6.875,3,2000,False
184,INMX,2000-10-03,InforMax,['Bear Stearns'],16.0,22.125,21.25,0.328125,6.125,5.25,3,2000,False
185,NSK,2000-10-04,New Skies Satellites NV ,"['Goldman, Sachs/Morgan Stanley Dean Witter']",9.0,8.375,8.0625,-0.104166664,-0.625,-0.9375,2,2000,True
186,OPLK,2000-10-04,Oplink Commuincations ,['Robertson Stephens'],18.0,29.0,33.625,0.8680556,11.0,15.625,5,2000,False
187,KOSN,2000-10-05,Kosan Biosciences ,['Lehman Brothers'],14.0,14.0,14.0,0.0,0.0,0.0,3,2000,False
188,ASCX,2000-10-05,Advanced Switching Commun.,['Morgan Stanley Dean Witter'],15.0,20.25,18.0,0.2,5.25,3.0,4,2000,False
189,COH,2000-10-05,Coach ,"['Goldman, Sachs']",16.0,20.0,20.3125,0.26953125,4.0,4.3125,3,2000,False
190,NPW,2000-10-05,TNPC (The New Power Co.)  ,['Credit Suisse First Boston/Donaldson Lufkin & Jenrette'],21.0,28.5,27.0,0.2857143,7.5,6.0,3,2000,False
191,AGCX,2000-10-06,Asia Global Crossing,"['Goldman Sachs, Salomon Smith Barney']",7.0,7.0,7.375,0.05357143,0.0,0.375,1,2000,False
192,POZN,2000-10-11,POZEN ,['US Bancorp Piper Jaffray'],15.0,15.03125,15.25,0.016666668,0.03125,0.25,3,2000,False
193,WW,2000-10-11,Watson Wyatt  ,['Deutsche Banc Alex. Brown'],12.5,14.875,16.375,0.31,2.375,3.875,3,2000,False
194,WHES,2000-10-11,W-H Energy ,['CSFB/MSDW'],16.5,17.0,14.25,-0.13636364,0.5,-2.25,1,2000,True
195,INGN,2000-10-12,Introgen Therapeutics ,['SG Cowen'],8.0,8.515625,8.5,0.0625,0.515625,0.5,2,2000,False
