,Model Name,Accuracy,bootstrap,ccp_alpha,class_weight,criterion,max_depth,max_features,max_leaf_nodes,max_samples,min_impurity_decrease,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,n_estimators,n_jobs,oob_score,random_state,verbose,warm_start
89,random_forest_1026,0.7274509803921568,True,0.0,,gini,4,auto,,,0.0,1,2,0.0,950,,False,,0,False
90,random_forest_579,0.7431372549019608,False,0.0,,entropy,5,auto,,,0.0,1,2,0.0,550,,False,,0,False
91,random_forest_1032,0.8058823529411765,True,0.0,,gini,7,auto,,,0.0,1,2,0.0,950,,False,,0,False
92,random_forest_223,0.8019607843137255,False,0.0,,entropy,7,auto,,,0.0,1,2,0.0,250,,False,,0,False
93,random_forest_47,0.8627450980392157,False,0.0,,entropy,9,auto,,,0.0,1,2,0.0,100,,False,,0,False
94,random_forest_545,0.7058823529411765,False,0.0,,gini,3,auto,,,0.0,1,2,0.0,550,,False,,0,False
95,random_forest_551,0.788235294117647,False,0.0,,gini,6,auto,,,0.0,1,2,0.0,550,,False,,0,False
96,random_forest_53,0.9196078431372549,False,0.0,,entropy,12,auto,,,0.0,1,2,0.0,100,,False,,0,False
97,random_forest_237,0.9156862745098039,False,0.0,,entropy,14,auto,,,0.0,1,2,0.0,250,,False,,0,False
98,random_forest_394,0.7058823529411765,True,0.0,,entropy,3,auto,,,0.0,1,2,0.0,400,,False,,0,False
99,random_forest_380,0.8980392156862745,True,0.0,,gini,11,auto,,,0.0,1,2,0.0,400,,False,,0,False
100,random_forest_419,0.9176470588235294,False,0.0,,entropy,15,auto,,,0.0,1,2,0.0,400,,False,,0,False
101,random_forest_357,0.9196078431372549,False,0.0,,entropy,14,auto,,,0.0,1,2,0.0,350,,False,,0,False
102,random_forest_431,0.796078431372549,False,0.0,,gini,6,auto,,,0.0,1,2,0.0,450,,False,,0,False
103,random_forest_425,0.7058823529411765,False,0.0,,gini,3,auto,,,0.0,1,2,0.0,450,,False,,0,False
104,random_forest_343,0.8058823529411765,False,0.0,,entropy,7,auto,,,0.0,1,2,0.0,350,,False,,0,False
105,random_forest_814,0.7058823529411765,True,0.0,,entropy,3,auto,,,0.0,1,2,0.0,750,,False,,0,False
106,random_forest_800,0.9058823529411765,True,0.0,,gini,11,auto,,,0.0,1,2,0.0,750,,False,,0,False
107,random_forest_828,0.8647058823529412,True,0.0,,entropy,10,auto,,,0.0,1,2,0.0,750,,False,,0,False
108,random_forest_196,0.8568627450980392,True,0.0,,gini,9,auto,,,0.0,1,2,0.0,250,,False,,0,False
109,random_forest_182,0.7058823529411765,True,0.0,,gini,2,auto,,,0.0,1,2,0.0,250,,False,,0,False
110,random_forest_169,0.9,False,0.0,,entropy,10,auto,,,0.0,1,2,0.0,200,,False,,0,False
111,random_forest_633,0.7058823529411765,False,0.0,,entropy,2,auto,,,0.0,1,2,0.0,600,,False,,0,False
112,random_forest_155,0.7058823529411765,False,0.0,,entropy,3,auto,,,0.0,1,2,0.0,200,,False,,0,False
113,random_forest_141,0.9156862745098039,False,0.0,,gini,11,auto,,,0.0,1,2,0.0,200,,False,,0,False
114,random_forest_627,0.9176470588235294,False,0.0,,gini,14,auto,,,0.0,1,2,0.0,600,,False,,0,False
115,random_forest_140,0.9019607843137255,True,0.0,,gini,11,auto,,,0.0,1,2,0.0,200,,False,,0,False
116,random_forest_626,0.9156862745098039,True,0.0,,gini,14,auto,,,0.0,1,2,0.0,600,,False,,0,False
117,random_forest_632,0.7058823529411765,True,0.0,,entropy,2,auto,,,0.0,1,2,0.0,600,,False,,0,False
118,random_forest_154,0.707843137254902,True,0.0,,entropy,3,auto,,,0.0,1,2,0.0,200,,False,,0,False
119,random_forest_168,0.8725490196078431,True,0.0,,entropy,10,auto,,,0.0,1,2,0.0,200,,False,,0,False
120,random_forest_183,0.7058823529411765,False,0.0,,gini,2,auto,,,0.0,1,2,0.0,250,,False,,0,False
121,random_forest_829,0.907843137254902,False,0.0,,entropy,10,auto,,,0.0,1,2,0.0,750,,False,,0,False
122,random_forest_197,0.8803921568627451,False,0.0,,gini,9,auto,,,0.0,1,2,0.0,250,,False,,0,False
123,random_forest_801,0.9196078431372549,False,0.0,,gini,11,auto,,,0.0,1,2,0.0,750,,False,,0,False
124,random_forest_815,0.7058823529411765,False,0.0,,entropy,3,auto,,,0.0,1,2,0.0,750,,False,,0,False
125,random_forest_424,0.7137254901960784,True,0.0,,gini,3,auto,,,0.0,1,2,0.0,450,,False,,0,False
126,random_forest_342,0.7901960784313725,True,0.0,,entropy,7,auto,,,0.0,1,2,0.0,350,,False,,0,False
127,random_forest_356,0.9196078431372549,True,0.0,,entropy,14,auto,,,0.0,1,2,0.0,350,,False,,0,False
128,random_forest_430,0.7764705882352941,True,0.0,,gini,6,auto,,,0.0,1,2,0.0,450,,False,,0,False
129,random_forest_418,0.9215686274509803,True,0.0,,entropy,15,auto,,,0.0,1,2,0.0,400,,False,,0,False
130,random_forest_381,0.9137254901960784,False,0.0,,gini,11,auto,,,0.0,1,2,0.0,400,,False,,0,False
131,random_forest_395,0.7058823529411765,False,0.0,,entropy,3,auto,,,0.0,1,2,0.0,400,,False,,0,False
132,random_forest_550,0.7745098039215687,True,0.0,,gini,6,auto,,,0.0,1,2,0.0,550,,False,,0,False
133,random_forest_236,0.9156862745098039,True,0.0,,entropy,14,auto,,,0.0,1,2,0.0,250,,False,,0,False
134,random_forest_52,0.9117647058823529,True,0.0,,entropy,12,auto,,,0.0,1,2,0.0,100,,False,,0,False
135,random_forest_46,0.8392156862745098,True,0.0,,entropy,9,auto,,,0.0,1,2,0.0,100,,False,,0,False
136,random_forest_222,0.7803921568627451,True,0.0,,entropy,7,auto,,,0.0,1,2,0.0,250,,False,,0,False
137,random_forest_544,0.7098039215686275,True,0.0,,gini,3,auto,,,0.0,1,2,0.0,550,,False,,0,False
138,random_forest_1033,0.8196078431372549,False,0.0,,gini,7,auto,,,0.0,1,2,0.0,950,,False,,0,False
139,random_forest_1027,0.7235294117647059,False,0.0,,gini,4,auto,,,0.0,1,2,0.0,950,,False,,0,False
140,random_forest_578,0.7411764705882353,True,0.0,,entropy,5,auto,,,0.0,1,2,0.0,550,,False,,0,False
141,random_forest_593,0.9196078431372549,False,0.0,,entropy,12,auto,,,0.0,1,2,0.0,550,,False,,0,False
142,random_forest_91,0.7058823529411765,False,0.0,,entropy,1,auto,,,0.0,1,2,0.0,150,,False,,0,False
143,random_forest_85,0.9176470588235294,False,0.0,,gini,13,auto,,,0.0,1,2,0.0,150,,False,,0,False
144,random_forest_587,0.8705882352941177,False,0.0,,entropy,9,auto,,,0.0,1,2,0.0,550,,False,,0,False
145,random_forest_752,0.7058823529411765,True,0.0,,entropy,2,auto,,,0.0,1,2,0.0,700,,False,,0,False
146,random_forest_746,0.9215686274509803,True,0.0,,gini,14,auto,,,0.0,1,2,0.0,700,,False,,0,False
147,random_forest_949,0.903921568627451,False,0.0,,entropy,10,auto,,,0.0,1,2,0.0,850,,False,,0,False
148,random_forest_791,0.7901960784313725,False,0.0,,gini,6,auto,,,0.0,1,2,0.0,750,,False,,0,False
149,random_forest_785,0.7058823529411765,False,0.0,,gini,3,auto,,,0.0,1,2,0.0,750,,False,,0,False
150,random_forest_975,0.8529411764705882,False,0.0,,gini,8,auto,,,0.0,1,2,0.0,900,,False,,0,False
151,random_forest_961,0.7058823529411765,False,0.0,,gini,1,auto,,,0.0,1,2,0.0,900,,False,,0,False
152,random_forest_781,0.7058823529411765,False,0.0,,gini,1,auto,,,0.0,1,2,0.0,750,,False,,0,False
153,random_forest_959,0.9176470588235294,False,0.0,,entropy,15,auto,,,0.0,1,2,0.0,850,,False,,0,False
154,random_forest_795,0.8509803921568627,False,0.0,,gini,8,auto,,,0.0,1,2,0.0,750,,False,,0,False
155,random_forest_965,0.7058823529411765,False,0.0,,gini,3,auto,,,0.0,1,2,0.0,900,,False,,0,False
156,random_forest_971,0.792156862745098,False,0.0,,gini,6,auto,,,0.0,1,2,0.0,900,,False,,0,False
157,random_forest_742,0.9176470588235294,True,0.0,,gini,12,auto,,,0.0,1,2,0.0,700,,False,,0,False
158,random_forest_756,0.7196078431372549,True,0.0,,entropy,4,auto,,,0.0,1,2,0.0,700,,False,,0,False
159,random_forest_583,0.8117647058823529,False,0.0,,entropy,7,auto,,,0.0,1,2,0.0,550,,False,,0,False
160,random_forest_81,0.9176470588235294,False,0.0,,gini,11,auto,,,0.0,1,2,0.0,150,,False,,0,False
161,random_forest_95,0.7058823529411765,False,0.0,,entropy,3,auto,,,0.0,1,2,0.0,150,,False,,0,False
162,random_forest_597,0.9137254901960784,False,0.0,,entropy,14,auto,,,0.0,1,2,0.0,550,,False,,0,False
163,random_forest_540,0.7058823529411765,True,0.0,,gini,1,auto,,,0.0,1,2,0.0,550,,False,,0,False
164,random_forest_226,0.8431372549019608,True,0.0,,entropy,9,auto,,,0.0,1,2,0.0,250,,False,,0,False
165,random_forest_42,0.803921568627451,True,0.0,,entropy,7,auto,,,0.0,1,2,0.0,100,,False,,0,False
166,random_forest_56,0.9117647058823529,True,0.0,,entropy,14,auto,,,0.0,1,2,0.0,100,,False,,0,False
167,random_forest_232,0.9156862745098039,True,0.0,,entropy,12,auto,,,0.0,1,2,0.0,250,,False,,0,False
168,random_forest_554,0.8372549019607843,True,0.0,,gini,8,auto,,,0.0,1,2,0.0,550,,False,,0,False
169,random_forest_1023,0.7058823529411765,False,0.0,,gini,2,auto,,,0.0,1,2,0.0,950,,False,,0,False
170,random_forest_1037,0.8862745098039215,False,0.0,,gini,9,auto,,,0.0,1,2,0.0,950,,False,,0,False
171,random_forest_568,0.9215686274509803,True,0.0,,gini,15,auto,,,0.0,1,2,0.0,550,,False,,0,False
172,random_forest_391,0.7058823529411765,False,0.0,,entropy,1,auto,,,0.0,1,2,0.0,400,,False,,0,False
173,random_forest_385,0.9176470588235294,False,0.0,,gini,13,auto,,,0.0,1,2,0.0,400,,False,,0,False
174,random_forest_434,0.8313725490196079,True,0.0,,gini,8,auto,,,0.0,1,2,0.0,450,,False,,0,False
175,random_forest_352,0.9156862745098039,True,0.0,,entropy,12,auto,,,0.0,1,2,0.0,350,,False,,0,False
176,random_forest_346,0.8392156862745098,True,0.0,,entropy,9,auto,,,0.0,1,2,0.0,350,,False,,0,False
177,random_forest_420,0.7058823529411765,True,0.0,,gini,1,auto,,,0.0,1,2,0.0,450,,False,,0,False
178,random_forest_408,0.8764705882352941,True,0.0,,entropy,10,auto,,,0.0,1,2,0.0,400,,False,,0,False
179,random_forest_193,0.8196078431372549,False,0.0,,gini,7,auto,,,0.0,1,2,0.0,250,,False,,0,False
180,random_forest_839,0.9156862745098039,False,0.0,,entropy,15,auto,,,0.0,1,2,0.0,750,,False,,0,False
181,random_forest_187,0.7235294117647059,False,0.0,,gini,4,auto,,,0.0,1,2,0.0,250,,False,,0,False
182,random_forest_811,0.7058823529411765,False,0.0,,entropy,1,auto,,,0.0,1,2,0.0,750,,False,,0,False
183,random_forest_805,0.9156862745098039,False,0.0,,gini,13,auto,,,0.0,1,2,0.0,750,,False,,0,False
184,random_forest_150,0.7058823529411765,True,0.0,,entropy,1,auto,,,0.0,1,2,0.0,200,,False,,0,False
185,random_forest_636,0.7196078431372549,True,0.0,,entropy,4,auto,,,0.0,1,2,0.0,600,,False,,0,False
186,random_forest_622,0.9156862745098039,True,0.0,,gini,12,auto,,,0.0,1,2,0.0,600,,False,,0,False
187,random_forest_144,0.9215686274509803,True,0.0,,gini,13,auto,,,0.0,1,2,0.0,200,,False,,0,False
188,random_forest_8,0.7450980392156863,True,0.0,,gini,5,auto,,,0.0,1,2,0.0,100,,False,,0,False
189,random_forest_178,0.9176470588235294,True,0.0,,entropy,15,auto,,,0.0,1,2,0.0,200,,False,,0,False
190,random_forest_9,0.7725490196078432,False,0.0,,gini,5,auto,,,0.0,1,2,0.0,100,,False,,0,False
191,random_forest_179,0.9196078431372549,False,0.0,,entropy,15,auto,,,0.0,1,2,0.0,200,,False,,0,False
192,random_forest_623,0.9196078431372549,False,0.0,,gini,12,auto,,,0.0,1,2,0.0,600,,False,,0,False
193,random_forest_145,0.9196078431372549,False,0.0,,gini,13,auto,,,0.0,1,2,0.0,200,,False,,0,False
194,random_forest_151,0.7058823529411765,False,0.0,,entropy,1,auto,,,0.0,1,2,0.0,200,,False,,0,False
195,random_forest_637,0.7156862745098039,False,0.0,,entropy,4,auto,,,0.0,1,2,0.0,600,,False,,0,False
196,random_forest_804,0.9215686274509803,True,0.0,,gini,13,auto,,,0.0,1,2,0.0,750,,False,,0,False
197,random_forest_810,0.7058823529411765,True,0.0,,entropy,1,auto,,,0.0,1,2,0.0,750,,False,,0,False
198,random_forest_838,0.9137254901960784,True,0.0,,entropy,15,auto,,,0.0,1,2,0.0,750,,False,,0,False
199,random_forest_186,0.7294117647058823,True,0.0,,gini,4,auto,,,0.0,1,2,0.0,250,,False,,0,False
200,random_forest_192,0.807843137254902,True,0.0,,gini,7,auto,,,0.0,1,2,0.0,250,,False,,0,False
201,random_forest_409,0.9058823529411765,False,0.0,,entropy,10,auto,,,0.0,1,2,0.0,400,,False,,0,False
202,random_forest_347,0.8745098039215686,False,0.0,,entropy,9,auto,,,0.0,1,2,0.0,350,,False,,0,False
203,random_forest_421,0.7058823529411765,False,0.0,,gini,1,auto,,,0.0,1,2,0.0,450,,False,,0,False
204,random_forest_435,0.8470588235294118,False,0.0,,gini,8,auto,,,0.0,1,2,0.0,450,,False,,0,False
205,random_forest_353,0.9137254901960784,False,0.0,,entropy,12,auto,,,0.0,1,2,0.0,350,,False,,0,False
206,random_forest_384,0.9176470588235294,True,0.0,,gini,13,auto,,,0.0,1,2,0.0,400,,False,,0,False
207,random_forest_390,0.7058823529411765,True,0.0,,entropy,1,auto,,,0.0,1,2,0.0,400,,False,,0,False
208,random_forest_1036,0.8568627450980392,True,0.0,,gini,9,auto,,,0.0,1,2,0.0,950,,False,,0,False
209,random_forest_569,0.9176470588235294,False,0.0,,gini,15,auto,,,0.0,1,2,0.0,550,,False,,0,False
210,random_forest_1022,0.7058823529411765,True,0.0,,gini,2,auto,,,0.0,1,2,0.0,950,,False,,0,False
211,random_forest_233,0.9196078431372549,False,0.0,,entropy,12,auto,,,0.0,1,2,0.0,250,,False,,0,False
212,random_forest_57,0.9137254901960784,False,0.0,,entropy,14,auto,,,0.0,1,2,0.0,100,,False,,0,False
213,random_forest_555,0.8490196078431372,False,0.0,,gini,8,auto,,,0.0,1,2,0.0,550,,False,,0,False
214,random_forest_541,0.7058823529411765,False,0.0,,gini,1,auto,,,0.0,1,2,0.0,550,,False,,0,False
215,random_forest_43,0.8019607843137255,False,0.0,,entropy,7,auto,,,0.0,1,2,0.0,100,,False,,0,False
216,random_forest_227,0.8745098039215686,False,0.0,,entropy,9,auto,,,0.0,1,2,0.0,250,,False,,0,False
217,random_forest_94,0.7058823529411765,True,0.0,,entropy,3,auto,,,0.0,1,2,0.0,150,,False,,0,False
218,random_forest_596,0.9196078431372549,True,0.0,,entropy,14,auto,,,0.0,1,2,0.0,550,,False,,0,False
219,random_forest_582,0.7862745098039216,True,0.0,,entropy,7,auto,,,0.0,1,2,0.0,550,,False,,0,False
220,random_forest_80,0.9,True,0.0,,gini,11,auto,,,0.0,1,2,0.0,150,,False,,0,False
221,random_forest_757,0.7156862745098039,False,0.0,,entropy,4,auto,,,0.0,1,2,0.0,700,,False,,0,False
222,random_forest_743,0.9176470588235294,False,0.0,,gini,12,auto,,,0.0,1,2,0.0,700,,False,,0,False
223,random_forest_970,0.7784313725490196,True,0.0,,gini,6,auto,,,0.0,1,2,0.0,900,,False,,0,False
224,random_forest_964,0.7137254901960784,True,0.0,,gini,3,auto,,,0.0,1,2,0.0,900,,False,,0,False
225,random_forest_794,0.8333333333333334,True,0.0,,gini,8,auto,,,0.0,1,2,0.0,750,,False,,0,False
226,random_forest_958,0.9176470588235294,True,0.0,,entropy,15,auto,,,0.0,1,2,0.0,850,,False,,0,False
227,random_forest_780,0.7058823529411765,True,0.0,,gini,1,auto,,,0.0,1,2,0.0,750,,False,,0,False
228,random_forest_796,0.8431372549019608,True,0.0,,gini,9,auto,,,0.0,1,2,0.0,750,,False,,0,False
229,random_forest_782,0.7058823529411765,True,0.0,,gini,2,auto,,,0.0,1,2,0.0,750,,False,,0,False
230,random_forest_972,0.8019607843137255,True,0.0,,gini,7,auto,,,0.0,1,2,0.0,900,,False,,0,False
231,random_forest_966,0.7294117647058823,True,0.0,,gini,4,auto,,,0.0,1,2,0.0,900,,False,,0,False
232,random_forest_755,0.7058823529411765,False,0.0,,entropy,3,auto,,,0.0,1,2,0.0,700,,False,,0,False
233,random_forest_999,0.7450980392156863,False,0.0,,entropy,5,auto,,,0.0,1,2,0.0,900,,False,,0,False
234,random_forest_741,0.9176470588235294,False,0.0,,gini,11,auto,,,0.0,1,2,0.0,700,,False,,0,False
235,random_forest_769,0.903921568627451,False,0.0,,entropy,10,auto,,,0.0,1,2,0.0,700,,False,,0,False
236,random_forest_594,0.9196078431372549,True,0.0,,entropy,13,auto,,,0.0,1,2,0.0,550,,False,,0,False
