,Model Name,Accuracy,bootstrap,ccp_alpha,class_weight,criterion,max_depth,max_features,max_leaf_nodes,max_samples,min_impurity_decrease,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,n_estimators,n_jobs,oob_score,random_state,verbose,warm_start
237,random_forest_96,0.7137254901960784,True,0.0,,entropy,4,auto,,,0.0,1,2,0.0,150,,False,,0,False
238,random_forest_82,0.9098039215686274,True,0.0,,gini,12,auto,,,0.0,1,2,0.0,150,,False,,0,False
239,random_forest_580,0.7705882352941177,True,0.0,,entropy,6,auto,,,0.0,1,2,0.0,550,,False,,0,False
240,random_forest_557,0.8764705882352941,False,0.0,,gini,9,auto,,,0.0,1,2,0.0,550,,False,,0,False
241,random_forest_55,0.9156862745098039,False,0.0,,entropy,13,auto,,,0.0,1,2,0.0,100,,False,,0,False
242,random_forest_231,0.9156862745098039,False,0.0,,entropy,11,auto,,,0.0,1,2,0.0,250,,False,,0,False
243,random_forest_1008,0.8764705882352941,True,0.0,,entropy,10,auto,,,0.0,1,2,0.0,900,,False,,0,False
244,random_forest_225,0.8392156862745098,False,0.0,,entropy,8,auto,,,0.0,1,2,0.0,250,,False,,0,False
245,random_forest_41,0.7745098039215687,False,0.0,,entropy,6,auto,,,0.0,1,2,0.0,100,,False,,0,False
246,random_forest_543,0.7058823529411765,False,0.0,,gini,2,auto,,,0.0,1,2,0.0,550,,False,,0,False
247,random_forest_1034,0.8313725490196079,True,0.0,,gini,8,auto,,,0.0,1,2,0.0,950,,False,,0,False
248,random_forest_69,0.7647058823529411,False,0.0,,gini,5,auto,,,0.0,1,2,0.0,150,,False,,0,False
249,random_forest_219,0.7411764705882353,False,0.0,,entropy,5,auto,,,0.0,1,2,0.0,250,,False,,0,False
250,random_forest_1020,0.7058823529411765,True,0.0,,gini,1,auto,,,0.0,1,2,0.0,950,,False,,0,False
251,random_forest_386,0.9196078431372549,True,0.0,,gini,14,auto,,,0.0,1,2,0.0,400,,False,,0,False
252,random_forest_392,0.7058823529411765,True,0.0,,entropy,2,auto,,,0.0,1,2,0.0,400,,False,,0,False
253,random_forest_423,0.7058823529411765,False,0.0,,gini,2,auto,,,0.0,1,2,0.0,450,,False,,0,False
254,random_forest_345,0.8274509803921568,False,0.0,,entropy,8,auto,,,0.0,1,2,0.0,350,,False,,0,False
255,random_forest_351,0.9156862745098039,False,0.0,,entropy,11,auto,,,0.0,1,2,0.0,350,,False,,0,False
256,random_forest_437,0.8725490196078431,False,0.0,,gini,9,auto,,,0.0,1,2,0.0,450,,False,,0,False
257,random_forest_379,0.907843137254902,False,0.0,,gini,10,auto,,,0.0,1,2,0.0,400,,False,,0,False
258,random_forest_184,0.7058823529411765,True,0.0,,gini,3,auto,,,0.0,1,2,0.0,250,,False,,0,False
259,random_forest_190,0.7843137254901961,True,0.0,,gini,6,auto,,,0.0,1,2,0.0,250,,False,,0,False
260,random_forest_806,0.9156862745098039,True,0.0,,gini,14,auto,,,0.0,1,2,0.0,750,,False,,0,False
261,random_forest_812,0.7058823529411765,True,0.0,,entropy,2,auto,,,0.0,1,2,0.0,750,,False,,0,False
262,random_forest_147,0.9196078431372549,False,0.0,,gini,14,auto,,,0.0,1,2,0.0,200,,False,,0,False
263,random_forest_621,0.9196078431372549,False,0.0,,gini,11,auto,,,0.0,1,2,0.0,600,,False,,0,False
264,random_forest_635,0.7058823529411765,False,0.0,,entropy,3,auto,,,0.0,1,2,0.0,600,,False,,0,False
265,random_forest_153,0.7058823529411765,False,0.0,,entropy,2,auto,,,0.0,1,2,0.0,200,,False,,0,False
266,random_forest_609,0.7568627450980392,False,0.0,,gini,5,auto,,,0.0,1,2,0.0,600,,False,,0,False
267,random_forest_608,0.7549019607843137,True,0.0,,gini,5,auto,,,0.0,1,2,0.0,600,,False,,0,False
268,random_forest_634,0.7058823529411765,True,0.0,,entropy,3,auto,,,0.0,1,2,0.0,600,,False,,0,False
269,random_forest_152,0.7058823529411765,True,0.0,,entropy,2,auto,,,0.0,1,2,0.0,200,,False,,0,False
270,random_forest_146,0.9254901960784314,True,0.0,,gini,14,auto,,,0.0,1,2,0.0,200,,False,,0,False
271,random_forest_620,0.9,True,0.0,,gini,11,auto,,,0.0,1,2,0.0,600,,False,,0,False
272,random_forest_813,0.7058823529411765,False,0.0,,entropy,2,auto,,,0.0,1,2,0.0,750,,False,,0,False
273,random_forest_807,0.9215686274509803,False,0.0,,gini,14,auto,,,0.0,1,2,0.0,750,,False,,0,False
274,random_forest_191,0.7941176470588235,False,0.0,,gini,6,auto,,,0.0,1,2,0.0,250,,False,,0,False
275,random_forest_185,0.7058823529411765,False,0.0,,gini,3,auto,,,0.0,1,2,0.0,250,,False,,0,False
276,random_forest_378,0.8823529411764706,True,0.0,,gini,10,auto,,,0.0,1,2,0.0,400,,False,,0,False
277,random_forest_350,0.9,True,0.0,,entropy,11,auto,,,0.0,1,2,0.0,350,,False,,0,False
278,random_forest_436,0.8588235294117647,True,0.0,,gini,9,auto,,,0.0,1,2,0.0,450,,False,,0,False
279,random_forest_422,0.7058823529411765,True,0.0,,gini,2,auto,,,0.0,1,2,0.0,450,,False,,0,False
280,random_forest_344,0.803921568627451,True,0.0,,entropy,8,auto,,,0.0,1,2,0.0,350,,False,,0,False
281,random_forest_393,0.7058823529411765,False,0.0,,entropy,2,auto,,,0.0,1,2,0.0,400,,False,,0,False
282,random_forest_387,0.9215686274509803,False,0.0,,gini,14,auto,,,0.0,1,2,0.0,400,,False,,0,False
283,random_forest_1021,0.7058823529411765,False,0.0,,gini,1,auto,,,0.0,1,2,0.0,950,,False,,0,False
284,random_forest_218,0.7392156862745098,True,0.0,,entropy,5,auto,,,0.0,1,2,0.0,250,,False,,0,False
285,random_forest_68,0.7470588235294118,True,0.0,,gini,5,auto,,,0.0,1,2,0.0,150,,False,,0,False
286,random_forest_1035,0.8509803921568627,False,0.0,,gini,8,auto,,,0.0,1,2,0.0,950,,False,,0,False
287,random_forest_40,0.7529411764705882,True,0.0,,entropy,6,auto,,,0.0,1,2,0.0,100,,False,,0,False
288,random_forest_224,0.8176470588235294,True,0.0,,entropy,8,auto,,,0.0,1,2,0.0,250,,False,,0,False
289,random_forest_542,0.7058823529411765,True,0.0,,gini,2,auto,,,0.0,1,2,0.0,550,,False,,0,False
290,random_forest_556,0.8470588235294118,True,0.0,,gini,9,auto,,,0.0,1,2,0.0,550,,False,,0,False
291,random_forest_1009,0.903921568627451,False,0.0,,entropy,10,auto,,,0.0,1,2,0.0,900,,False,,0,False
292,random_forest_230,0.8901960784313725,True,0.0,,entropy,11,auto,,,0.0,1,2,0.0,250,,False,,0,False
293,random_forest_54,0.9235294117647059,True,0.0,,entropy,13,auto,,,0.0,1,2,0.0,100,,False,,0,False
294,random_forest_83,0.9196078431372549,False,0.0,,gini,12,auto,,,0.0,1,2,0.0,150,,False,,0,False
295,random_forest_581,0.7725490196078432,False,0.0,,entropy,6,auto,,,0.0,1,2,0.0,550,,False,,0,False
296,random_forest_595,0.9137254901960784,False,0.0,,entropy,13,auto,,,0.0,1,2,0.0,550,,False,,0,False
297,random_forest_97,0.7176470588235294,False,0.0,,entropy,4,auto,,,0.0,1,2,0.0,150,,False,,0,False
298,random_forest_768,0.8764705882352941,True,0.0,,entropy,10,auto,,,0.0,1,2,0.0,700,,False,,0,False
299,random_forest_740,0.8960784313725491,True,0.0,,gini,11,auto,,,0.0,1,2,0.0,700,,False,,0,False
300,random_forest_998,0.7372549019607844,True,0.0,,entropy,5,auto,,,0.0,1,2,0.0,900,,False,,0,False
301,random_forest_754,0.707843137254902,True,0.0,,entropy,3,auto,,,0.0,1,2,0.0,700,,False,,0,False
302,random_forest_967,0.7235294117647059,False,0.0,,gini,4,auto,,,0.0,1,2,0.0,900,,False,,0,False
303,random_forest_973,0.8176470588235294,False,0.0,,gini,7,auto,,,0.0,1,2,0.0,900,,False,,0,False
304,random_forest_783,0.7058823529411765,False,0.0,,gini,2,auto,,,0.0,1,2,0.0,750,,False,,0,False
305,random_forest_797,0.8823529411764706,False,0.0,,gini,9,auto,,,0.0,1,2,0.0,750,,False,,0,False
306,random_forest_914,0.8352941176470589,True,0.0,,gini,8,auto,,,0.0,1,2,0.0,850,,False,,0,False
307,random_forest_900,0.7058823529411765,True,0.0,,gini,1,auto,,,0.0,1,2,0.0,850,,False,,0,False
308,random_forest_928,0.9215686274509803,True,0.0,,gini,15,auto,,,0.0,1,2,0.0,850,,False,,0,False
309,random_forest_733,0.8176470588235294,False,0.0,,gini,7,auto,,,0.0,1,2,0.0,700,,False,,0,False
310,random_forest_727,0.7254901960784313,False,0.0,,gini,4,auto,,,0.0,1,2,0.0,700,,False,,0,False
311,random_forest_294,0.9196078431372549,True,0.0,,entropy,13,auto,,,0.0,1,2,0.0,300,,False,,0,False
312,random_forest_280,0.7705882352941177,True,0.0,,entropy,6,auto,,,0.0,1,2,0.0,300,,False,,0,False
313,random_forest_1052,0.7058823529411765,True,0.0,,entropy,2,auto,,,0.0,1,2,0.0,950,,False,,0,False
314,random_forest_1046,0.9176470588235294,True,0.0,,gini,14,auto,,,0.0,1,2,0.0,950,,False,,0,False
315,random_forest_519,0.7392156862745098,False,0.0,,entropy,5,auto,,,0.0,1,2,0.0,500,,False,,0,False
316,random_forest_531,0.9137254901960784,False,0.0,,entropy,11,auto,,,0.0,1,2,0.0,500,,False,,0,False
317,random_forest_257,0.8725490196078431,False,0.0,,gini,9,auto,,,0.0,1,2,0.0,300,,False,,0,False
318,random_forest_33,0.7058823529411765,False,0.0,,entropy,2,auto,,,0.0,1,2,0.0,100,,False,,0,False
319,random_forest_27,0.9215686274509803,False,0.0,,gini,14,auto,,,0.0,1,2,0.0,100,,False,,0,False
320,random_forest_243,0.7058823529411765,False,0.0,,gini,2,auto,,,0.0,1,2,0.0,300,,False,,0,False
321,random_forest_525,0.8352941176470589,False,0.0,,entropy,8,auto,,,0.0,1,2,0.0,500,,False,,0,False
322,random_forest_486,0.7235294117647059,True,0.0,,gini,4,auto,,,0.0,1,2,0.0,500,,False,,0,False
323,random_forest_492,0.803921568627451,True,0.0,,gini,7,auto,,,0.0,1,2,0.0,500,,False,,0,False
324,random_forest_479,0.9176470588235294,False,0.0,,entropy,15,auto,,,0.0,1,2,0.0,450,,False,,0,False
325,random_forest_445,0.9176470588235294,False,0.0,,gini,13,auto,,,0.0,1,2,0.0,450,,False,,0,False
326,random_forest_323,0.9156862745098039,False,0.0,,gini,12,auto,,,0.0,1,2,0.0,350,,False,,0,False
327,random_forest_337,0.7176470588235294,False,0.0,,entropy,4,auto,,,0.0,1,2,0.0,350,,False,,0,False
328,random_forest_451,0.7058823529411765,False,0.0,,entropy,1,auto,,,0.0,1,2,0.0,450,,False,,0,False
329,random_forest_860,0.903921568627451,True,0.0,,gini,11,auto,,,0.0,1,2,0.0,800,,False,,0,False
330,random_forest_874,0.7058823529411765,True,0.0,,entropy,3,auto,,,0.0,1,2,0.0,800,,False,,0,False
331,random_forest_684,0.9176470588235294,True,0.0,,gini,13,auto,,,0.0,1,2,0.0,650,,False,,0,False
332,random_forest_848,0.7470588235294118,True,0.0,,gini,5,auto,,,0.0,1,2,0.0,800,,False,,0,False
333,random_forest_690,0.7058823529411765,True,0.0,,entropy,1,auto,,,0.0,1,2,0.0,650,,False,,0,False
334,random_forest_109,0.9117647058823529,False,0.0,,entropy,10,auto,,,0.0,1,2,0.0,150,,False,,0,False
335,random_forest_121,0.7058823529411765,False,0.0,,gini,1,auto,,,0.0,1,2,0.0,200,,False,,0,False
336,random_forest_647,0.8666666666666667,False,0.0,,entropy,9,auto,,,0.0,1,2,0.0,600,,False,,0,False
337,random_forest_653,0.9196078431372549,False,0.0,,entropy,12,auto,,,0.0,1,2,0.0,600,,False,,0,False
338,random_forest_135,0.8529411764705882,False,0.0,,gini,8,auto,,,0.0,1,2,0.0,200,,False,,0,False
339,random_forest_652,0.9176470588235294,True,0.0,,entropy,12,auto,,,0.0,1,2,0.0,600,,False,,0,False
340,random_forest_134,0.8352941176470589,True,0.0,,gini,8,auto,,,0.0,1,2,0.0,200,,False,,0,False
341,random_forest_120,0.7058823529411765,True,0.0,,gini,1,auto,,,0.0,1,2,0.0,200,,False,,0,False
342,random_forest_646,0.8431372549019608,True,0.0,,entropy,9,auto,,,0.0,1,2,0.0,600,,False,,0,False
343,random_forest_108,0.8784313725490196,True,0.0,,entropy,10,auto,,,0.0,1,2,0.0,150,,False,,0,False
344,random_forest_691,0.7058823529411765,False,0.0,,entropy,1,auto,,,0.0,1,2,0.0,650,,False,,0,False
345,random_forest_849,0.7588235294117647,False,0.0,,gini,5,auto,,,0.0,1,2,0.0,800,,False,,0,False
346,random_forest_685,0.9196078431372549,False,0.0,,gini,13,auto,,,0.0,1,2,0.0,650,,False,,0,False
347,random_forest_875,0.7058823529411765,False,0.0,,entropy,3,auto,,,0.0,1,2,0.0,800,,False,,0,False
348,random_forest_861,0.9196078431372549,False,0.0,,gini,11,auto,,,0.0,1,2,0.0,800,,False,,0,False
349,random_forest_336,0.7176470588235294,True,0.0,,entropy,4,auto,,,0.0,1,2,0.0,350,,False,,0,False
350,random_forest_450,0.7058823529411765,True,0.0,,entropy,1,auto,,,0.0,1,2,0.0,450,,False,,0,False
351,random_forest_444,0.9196078431372549,True,0.0,,gini,13,auto,,,0.0,1,2,0.0,450,,False,,0,False
352,random_forest_322,0.9156862745098039,True,0.0,,gini,12,auto,,,0.0,1,2,0.0,350,,False,,0,False
353,random_forest_478,0.9156862745098039,True,0.0,,entropy,15,auto,,,0.0,1,2,0.0,450,,False,,0,False
354,random_forest_493,0.8156862745098039,False,0.0,,gini,7,auto,,,0.0,1,2,0.0,500,,False,,0,False
355,random_forest_487,0.7254901960784313,False,0.0,,gini,4,auto,,,0.0,1,2,0.0,500,,False,,0,False
356,random_forest_242,0.7058823529411765,True,0.0,,gini,2,auto,,,0.0,1,2,0.0,300,,False,,0,False
357,random_forest_26,0.9176470588235294,True,0.0,,gini,14,auto,,,0.0,1,2,0.0,100,,False,,0,False
358,random_forest_524,0.8137254901960784,True,0.0,,entropy,8,auto,,,0.0,1,2,0.0,500,,False,,0,False
359,random_forest_530,0.8980392156862745,True,0.0,,entropy,11,auto,,,0.0,1,2,0.0,500,,False,,0,False
360,random_forest_32,0.7058823529411765,True,0.0,,entropy,2,auto,,,0.0,1,2,0.0,100,,False,,0,False
361,random_forest_256,0.8607843137254902,True,0.0,,gini,9,auto,,,0.0,1,2,0.0,300,,False,,0,False
362,random_forest_1047,0.9196078431372549,False,0.0,,gini,14,auto,,,0.0,1,2,0.0,950,,False,,0,False
363,random_forest_518,0.7372549019607844,True,0.0,,entropy,5,auto,,,0.0,1,2,0.0,500,,False,,0,False
364,random_forest_1053,0.7058823529411765,False,0.0,,entropy,2,auto,,,0.0,1,2,0.0,950,,False,,0,False
365,random_forest_281,0.7764705882352941,False,0.0,,entropy,6,auto,,,0.0,1,2,0.0,300,,False,,0,False
366,random_forest_295,0.9156862745098039,False,0.0,,entropy,13,auto,,,0.0,1,2,0.0,300,,False,,0,False
367,random_forest_726,0.7235294117647059,True,0.0,,gini,4,auto,,,0.0,1,2,0.0,700,,False,,0,False
368,random_forest_732,0.796078431372549,True,0.0,,gini,7,auto,,,0.0,1,2,0.0,700,,False,,0,False
369,random_forest_929,0.9156862745098039,False,0.0,,gini,15,auto,,,0.0,1,2,0.0,850,,False,,0,False
370,random_forest_901,0.7058823529411765,False,0.0,,gini,1,auto,,,0.0,1,2,0.0,850,,False,,0,False
371,random_forest_915,0.8509803921568627,False,0.0,,gini,8,auto,,,0.0,1,2,0.0,850,,False,,0,False
372,random_forest_903,0.7058823529411765,False,0.0,,gini,2,auto,,,0.0,1,2,0.0,850,,False,,0,False
373,random_forest_917,0.8823529411764706,False,0.0,,gini,9,auto,,,0.0,1,2,0.0,850,,False,,0,False
374,random_forest_718,0.9176470588235294,True,0.0,,entropy,15,auto,,,0.0,1,2,0.0,650,,False,,0,False
375,random_forest_724,0.7098039215686275,True,0.0,,gini,3,auto,,,0.0,1,2,0.0,700,,False,,0,False
376,random_forest_730,0.7823529411764706,True,0.0,,gini,6,auto,,,0.0,1,2,0.0,700,,False,,0,False
377,random_forest_283,0.8019607843137255,False,0.0,,entropy,7,auto,,,0.0,1,2,0.0,300,,False,,0,False
378,random_forest_297,0.9196078431372549,False,0.0,,entropy,14,auto,,,0.0,1,2,0.0,300,,False,,0,False
379,random_forest_1045,0.9196078431372549,False,0.0,,gini,13,auto,,,0.0,1,2,0.0,950,,False,,0,False
380,random_forest_18,0.8686274509803922,True,0.0,,gini,10,auto,,,0.0,1,2,0.0,100,,False,,0,False
381,random_forest_1051,0.7058823529411765,False,0.0,,entropy,1,auto,,,0.0,1,2,0.0,950,,False,,0,False
382,random_forest_268,0.9137254901960784,True,0.0,,gini,15,auto,,,0.0,1,2,0.0,300,,False,,0,False
383,random_forest_526,0.8490196078431372,True,0.0,,entropy,9,auto,,,0.0,1,2,0.0,500,,False,,0,False
384,random_forest_24,0.9215686274509803,True,0.0,,gini,13,auto,,,0.0,1,2,0.0,100,,False,,0,False
385,random_forest_1079,0.9176470588235294,False,0.0,,entropy,15,auto,,,0.0,1,2,0.0,950,,False,,0,False
386,random_forest_240,0.7058823529411765,True,0.0,,gini,1,auto,,,0.0,1,2,0.0,300,,False,,0,False
387,random_forest_254,0.8333333333333334,True,0.0,,gini,8,auto,,,0.0,1,2,0.0,300,,False,,0,False
388,random_forest_30,0.7058823529411765,True,0.0,,entropy,1,auto,,,0.0,1,2,0.0,100,,False,,0,False
389,random_forest_532,0.9137254901960784,True,0.0,,entropy,12,auto,,,0.0,1,2,0.0,500,,False,,0,False
390,random_forest_491,0.796078431372549,False,0.0,,gini,6,auto,,,0.0,1,2,0.0,500,,False,,0,False
391,random_forest_485,0.7058823529411765,False,0.0,,gini,3,auto,,,0.0,1,2,0.0,500,,False,,0,False
392,random_forest_308,0.7450980392156863,True,0.0,,gini,5,auto,,,0.0,1,2,0.0,350,,False,,0,False
393,random_forest_452,0.7058823529411765,True,0.0,,entropy,2,auto,,,0.0,1,2,0.0,450,,False,,0,False
394,random_forest_334,0.7058823529411765,True,0.0,,entropy,3,auto,,,0.0,1,2,0.0,350,,False,,0,False
395,random_forest_320,0.9058823529411765,True,0.0,,gini,11,auto,,,0.0,1,2,0.0,350,,False,,0,False
396,random_forest_446,0.9215686274509803,True,0.0,,gini,14,auto,,,0.0,1,2,0.0,450,,False,,0,False
397,random_forest_877,0.7156862745098039,False,0.0,,entropy,4,auto,,,0.0,1,2,0.0,800,,False,,0,False
398,random_forest_863,0.9215686274509803,False,0.0,,gini,12,auto,,,0.0,1,2,0.0,800,,False,,0,False
399,random_forest_693,0.7058823529411765,False,0.0,,entropy,2,auto,,,0.0,1,2,0.0,650,,False,,0,False
400,random_forest_687,0.9137254901960784,False,0.0,,gini,14,auto,,,0.0,1,2,0.0,650,,False,,0,False
401,random_forest_678,0.8745098039215686,True,0.0,,gini,10,auto,,,0.0,1,2,0.0,650,,False,,0,False
402,random_forest_136,0.8509803921568627,True,0.0,,gini,9,auto,,,0.0,1,2,0.0,200,,False,,0,False
403,random_forest_650,0.9019607843137255,True,0.0,,entropy,11,auto,,,0.0,1,2,0.0,600,,False,,0,False
404,random_forest_888,0.8686274509803922,True,0.0,,entropy,10,auto,,,0.0,1,2,0.0,800,,False,,0,False
405,random_forest_644,0.8156862745098039,True,0.0,,entropy,8,auto,,,0.0,1,2,0.0,600,,False,,0,False
406,random_forest_122,0.7058823529411765,True,0.0,,gini,2,auto,,,0.0,1,2,0.0,200,,False,,0,False
407,random_forest_645,0.8333333333333334,False,0.0,,entropy,8,auto,,,0.0,1,2,0.0,600,,False,,0,False
408,random_forest_123,0.7058823529411765,False,0.0,,gini,2,auto,,,0.0,1,2,0.0,200,,False,,0,False
409,random_forest_137,0.8784313725490196,False,0.0,,gini,9,auto,,,0.0,1,2,0.0,200,,False,,0,False
410,random_forest_889,0.903921568627451,False,0.0,,entropy,10,auto,,,0.0,1,2,0.0,800,,False,,0,False
411,random_forest_651,0.9176470588235294,False,0.0,,entropy,11,auto,,,0.0,1,2,0.0,600,,False,,0,False
412,random_forest_679,0.9117647058823529,False,0.0,,gini,10,auto,,,0.0,1,2,0.0,650,,False,,0,False
413,random_forest_686,0.9235294117647059,True,0.0,,gini,14,auto,,,0.0,1,2,0.0,650,,False,,0,False
414,random_forest_692,0.7058823529411765,True,0.0,,entropy,2,auto,,,0.0,1,2,0.0,650,,False,,0,False
415,random_forest_862,0.9176470588235294,True,0.0,,gini,12,auto,,,0.0,1,2,0.0,800,,False,,0,False
416,random_forest_876,0.7196078431372549,True,0.0,,entropy,4,auto,,,0.0,1,2,0.0,800,,False,,0,False
417,random_forest_321,0.9156862745098039,False,0.0,,gini,11,auto,,,0.0,1,2,0.0,350,,False,,0,False
418,random_forest_447,0.9196078431372549,False,0.0,,gini,14,auto,,,0.0,1,2,0.0,450,,False,,0,False
419,random_forest_453,0.7058823529411765,False,0.0,,entropy,2,auto,,,0.0,1,2,0.0,450,,False,,0,False
420,random_forest_335,0.7058823529411765,False,0.0,,entropy,3,auto,,,0.0,1,2,0.0,350,,False,,0,False
421,random_forest_309,0.7588235294117647,False,0.0,,gini,5,auto,,,0.0,1,2,0.0,350,,False,,0,False
422,random_forest_484,0.7098039215686275,True,0.0,,gini,3,auto,,,0.0,1,2,0.0,500,,False,,0,False
423,random_forest_490,0.7823529411764706,True,0.0,,gini,6,auto,,,0.0,1,2,0.0,500,,False,,0,False
424,random_forest_31,0.7058823529411765,False,0.0,,entropy,1,auto,,,0.0,1,2,0.0,100,,False,,0,False
425,random_forest_255,0.8470588235294118,False,0.0,,gini,8,auto,,,0.0,1,2,0.0,300,,False,,0,False
426,random_forest_533,0.9196078431372549,False,0.0,,entropy,12,auto,,,0.0,1,2,0.0,500,,False,,0,False
427,random_forest_527,0.8725490196078431,False,0.0,,entropy,9,auto,,,0.0,1,2,0.0,500,,False,,0,False
428,random_forest_241,0.7058823529411765,False,0.0,,gini,1,auto,,,0.0,1,2,0.0,300,,False,,0,False
429,random_forest_1078,0.9176470588235294,True,0.0,,entropy,15,auto,,,0.0,1,2,0.0,950,,False,,0,False
430,random_forest_25,0.9196078431372549,False,0.0,,gini,13,auto,,,0.0,1,2,0.0,100,,False,,0,False
431,random_forest_269,0.9215686274509803,False,0.0,,gini,15,auto,,,0.0,1,2,0.0,300,,False,,0,False
432,random_forest_1050,0.7058823529411765,True,0.0,,entropy,1,auto,,,0.0,1,2,0.0,950,,False,,0,False
433,random_forest_19,0.903921568627451,False,0.0,,gini,10,auto,,,0.0,1,2,0.0,100,,False,,0,False
434,random_forest_1044,0.9176470588235294,True,0.0,,gini,13,auto,,,0.0,1,2,0.0,950,,False,,0,False
435,random_forest_296,0.9196078431372549,True,0.0,,entropy,14,auto,,,0.0,1,2,0.0,300,,False,,0,False
436,random_forest_282,0.7980392156862746,True,0.0,,entropy,7,auto,,,0.0,1,2,0.0,300,,False,,0,False
437,random_forest_731,0.792156862745098,False,0.0,,gini,6,auto,,,0.0,1,2,0.0,700,,False,,0,False
438,random_forest_725,0.7058823529411765,False,0.0,,gini,3,auto,,,0.0,1,2,0.0,700,,False,,0,False
439,random_forest_719,0.9176470588235294,False,0.0,,entropy,15,auto,,,0.0,1,2,0.0,650,,False,,0,False
440,random_forest_916,0.8549019607843137,True,0.0,,gini,9,auto,,,0.0,1,2,0.0,850,,False,,0,False
441,random_forest_902,0.7058823529411765,True,0.0,,gini,2,auto,,,0.0,1,2,0.0,850,,False,,0,False
442,random_forest_906,0.7294117647058823,True,0.0,,gini,4,auto,,,0.0,1,2,0.0,850,,False,,0,False
443,random_forest_912,0.8058823529411765,True,0.0,,gini,7,auto,,,0.0,1,2,0.0,850,,False,,0,False
444,random_forest_721,0.7058823529411765,False,0.0,,gini,1,auto,,,0.0,1,2,0.0,700,,False,,0,False
445,random_forest_735,0.8529411764705882,False,0.0,,gini,8,auto,,,0.0,1,2,0.0,700,,False,,0,False
446,random_forest_709,0.9058823529411765,False,0.0,,entropy,10,auto,,,0.0,1,2,0.0,650,,False,,0,False
447,random_forest_286,0.8470588235294118,True,0.0,,entropy,9,auto,,,0.0,1,2,0.0,300,,False,,0,False
448,random_forest_292,0.9137254901960784,True,0.0,,entropy,12,auto,,,0.0,1,2,0.0,300,,False,,0,False
449,random_forest_21,0.9156862745098039,False,0.0,,gini,11,auto,,,0.0,1,2,0.0,100,,False,,0,False
450,random_forest_245,0.7058823529411765,False,0.0,,gini,3,auto,,,0.0,1,2,0.0,300,,False,,0,False
451,random_forest_523,0.8019607843137255,False,0.0,,entropy,7,auto,,,0.0,1,2,0.0,500,,False,,0,False
452,random_forest_537,0.9156862745098039,False,0.0,,entropy,14,auto,,,0.0,1,2,0.0,500,,False,,0,False
453,random_forest_251,0.7901960784313725,False,0.0,,gini,6,auto,,,0.0,1,2,0.0,300,,False,,0,False
454,random_forest_1068,0.8764705882352941,True,0.0,,entropy,10,auto,,,0.0,1,2,0.0,950,,False,,0,False
455,random_forest_35,0.7058823529411765,False,0.0,,entropy,3,auto,,,0.0,1,2,0.0,100,,False,,0,False
456,random_forest_279,0.7313725490196078,False,0.0,,entropy,5,auto,,,0.0,1,2,0.0,300,,False,,0,False
457,random_forest_1040,0.903921568627451,True,0.0,,gini,11,auto,,,0.0,1,2,0.0,950,,False,,0,False
458,random_forest_1054,0.7058823529411765,True,0.0,,entropy,3,auto,,,0.0,1,2,0.0,950,,False,,0,False
459,random_forest_494,0.8313725490196079,True,0.0,,gini,8,auto,,,0.0,1,2,0.0,500,,False,,0,False
460,random_forest_480,0.7058823529411765,True,0.0,,gini,1,auto,,,0.0,1,2,0.0,500,,False,,0,False
461,random_forest_331,0.7058823529411765,False,0.0,,entropy,1,auto,,,0.0,1,2,0.0,350,,False,,0,False
462,random_forest_457,0.7156862745098039,False,0.0,,entropy,4,auto,,,0.0,1,2,0.0,450,,False,,0,False
463,random_forest_443,0.9176470588235294,False,0.0,,gini,12,auto,,,0.0,1,2,0.0,450,,False,,0,False
464,random_forest_325,0.9156862745098039,False,0.0,,gini,13,auto,,,0.0,1,2,0.0,350,,False,,0,False
465,random_forest_319,0.9019607843137255,False,0.0,,gini,10,auto,,,0.0,1,2,0.0,350,,False,,0,False
466,random_forest_696,0.7196078431372549,True,0.0,,entropy,4,auto,,,0.0,1,2,0.0,650,,False,,0,False
467,random_forest_682,0.9176470588235294,True,0.0,,gini,12,auto,,,0.0,1,2,0.0,650,,False,,0,False
468,random_forest_872,0.7058823529411765,True,0.0,,entropy,2,auto,,,0.0,1,2,0.0,800,,False,,0,False
469,random_forest_866,0.9176470588235294,True,0.0,,gini,14,auto,,,0.0,1,2,0.0,800,,False,,0,False
470,random_forest_655,0.9196078431372549,False,0.0,,entropy,13,auto,,,0.0,1,2,0.0,600,,False,,0,False
471,random_forest_133,0.8235294117647058,False,0.0,,gini,7,auto,,,0.0,1,2,0.0,200,,False,,0,False
472,random_forest_127,0.7274509803921568,False,0.0,,gini,4,auto,,,0.0,1,2,0.0,200,,False,,0,False
473,random_forest_641,0.7745098039215687,False,0.0,,entropy,6,auto,,,0.0,1,2,0.0,600,,False,,0,False
474,random_forest_899,0.9176470588235294,False,0.0,,entropy,15,auto,,,0.0,1,2,0.0,800,,False,,0,False
475,random_forest_669,0.7627450980392156,False,0.0,,gini,5,auto,,,0.0,1,2,0.0,650,,False,,0,False
476,random_forest_668,0.7509803921568627,True,0.0,,gini,5,auto,,,0.0,1,2,0.0,650,,False,,0,False
477,random_forest_126,0.7254901960784313,True,0.0,,gini,4,auto,,,0.0,1,2,0.0,200,,False,,0,False
