DATE,LRUN64TTUSM156S
2014-10-01,5.89583886180359
2014-11-01,5.91111292290893
2014-12-01,5.68524271493715
2015-01-01,5.71542696342526
2015-02-01,5.54963990131701
2015-03-01,5.53642219348499
2015-04-01,5.52420878017569
2015-05-01,5.67430350492454
2015-06-01,5.35096921856929
2015-07-01,5.33860325127395
2015-08-01,5.14962475598111
2015-09-01,5.11411761396277
2015-10-01,5.19705591952457
2015-11-01,5.19900742246845
2015-12-01,5.11020653439111
2016-01-01,4.92153648062452
2016-02-01,4.97456080199994
2016-03-01,5.08517936784977
2016-04-01,5.10237564459638
2016-05-01,4.88228230239719
2016-06-01,4.95073514425042
2016-07-01,4.89273630928276
2016-08-01,4.93869808310876
2016-09-01,5.06770219493624
2016-10-01,4.98714223967828
2016-11-01,4.7821017656203
2016-12-01,4.75510295516352
2017-01-01,4.76948448393436
2017-02-01,4.66429893989811
2017-03-01,4.47376819407119
2017-04-01,4.43358662584174
2017-05-01,4.39994858205788
2017-06-01,4.35943308475059
2017-07-01,4.40061122287316
2017-08-01,4.47628678868512
2017-09-01,4.31624446315208
2017-10-01,4.16512513235736
2017-11-01,4.25663681024736
2017-12-01,4.1502196458474
2018-01-01,4.13406050198649
2018-02-01,4.15535387469173
2018-03-01,4.07554890192562
2018-04-01,4.0241017175841
2018-05-01,3.81846209857312
2018-06-01,4.03458095961736
2018-07-01,3.86298132423083
2018-08-01,3.83598230269926
2018-09-01,3.74693556214327
2018-10-01,3.82242011893811
2018-11-01,3.77999501276715
2018-12-01,3.95503835284987
2019-01-01,4.00585006556455
2019-02-01,3.84868224944315
2019-03-01,3.86191072724505
2019-04-01,3.59778069995512
2019-05-01,3.64593176777937
2019-06-01,3.68912614939913
2019-07-01,3.78664510850214
2019-08-01,3.71993181910115
2019-09-01,3.57213490868293
2019-10-01,3.64073814542647
2019-11-01,3.61810455647766
2019-12-01,3.58984342385984
2020-01-01,3.67289483562491
2020-02-01,3.56773260753263
2020-03-01,4.4948684143682
2020-04-01,15.3601709796757
2020-05-01,13.6673462597232
2020-06-01,10.7162105358921
2020-07-01,9.87500669331512
2020-08-01,8.30261645083327
2020-09-01,8.08378582348684
2020-10-01,7.14579440511788
2020-11-01,6.99235859881018
2020-12-01,6.8978723317874
2021-01-01,6.29407351534723
2021-02-01,6.22486498951927
2021-03-01,6.1269352750246
2021-04-01,6.23033003651472
2021-05-01,5.82749211496806
2021-06-01,5.79265250766941
2021-07-01,5.33768598125761
2021-08-01,5.17173778184545
2021-09-01,4.89071370176928
2021-10-01,4.58814664360204
2021-11-01,4.2714369041699
2021-12-01,3.98529904320352
2022-01-01,4.07779392822394
2022-02-01,3.93389502636341
2022-03-01,3.73954876489147
2022-04-01,3.62258864204395
2022-05-01,3.62383545905479
2022-06-01,3.67053580326313
2022-07-01,3.55006416441202
2022-08-01,3.69801104812521
2022-09-01,3.56970507264984
2022-10-01,3.71566630316886
