Issuer Ticker,Issuer Name,Announced Date,Pricing Date,Industry Sector,Sales - 1 Yr Growth,Profit Margin,Return on Assets,Offer Size (M),Shares Outstanding (M),Market Cap at Offer (M)
LRN,Stride,7/26/2007,12/12/2007,"Consumer, Non-cyclical",9.7,6.3,5.6,124.2,27.2082,489.75
MEMS,MEMSIC,9/28/2007,12/13/2007,Industrial,-6.3,-1.5,-5.3,68.23,23.4387,234.39
ITLN,Intellon,7/12/2007,12/13/2007,Technology,44,1.2,1.8,45,29.9452,179.67
OESX,Orion Energy Systems,8/20/2007,12/18/2007,Industrial,6.4,4.9,0.8,115,26.5531,345.19
N,NetSuite,7/2/2007,12/19/2007,Technology,33.2,-16.8,-11.5,185.38,60.4407,1571.46
RCR,RMR Dividend Capture Fund,10/19/2007,12/19/2007,Financial,,,,25,0,0
DNBK,Danvers Bancorp,12/28/2007,1/10/2008,Financial,29.8,18.4,,149.5,0,0
HUTCU,Verizon Telematics,8/29/2007,1/14/2008,"Consumer, Cyclical",76.6,-113.9,-66.9,150,0,0
FYR/U,Sapphire Industrials,10/11/2007,1/17/2008,Financial,,,,800,100,1000
WMZ,Williams Pipeline Partners LP,9/12/2007,1/17/2008,Energy,,,10.7,358,22.6007,452.01
HMR/U,Sports Properties Acquisition,9/27/2007,1/17/2008,Diversified,,,-0.9,215.563,0,0
EBSB,Meridian Bancorp,11/13/2007,1/22/2008,Financial,-3.5,30.9,1.2,100.5,23,230
TUX/U,Trian Acquisition I,11/1/2007,1/23/2008,Diversified,,-80.9,0.1,920,0,0
RISK,RiskMetrics Group,9/19/2007,1/24/2008,"Consumer, Non-cyclical",,,3.7,281.75,59.9013,1048.27
IPCM,IPC Healthcare,8/31/2007,1/24/2008,"Consumer, Non-cyclical",13.8,5.6,4.4,94.48,14.8118,236.99
AXG/U,Atlas Acquisition Holdings Cor,9/28/2007,1/25/2008,Financial,,,-0.2,200,0,0
BHL,BlackRock Defined Opportunity,12/19/2007,1/28/2008,Financial,,,,133.5,0,0
CBNJ,Cape Bancorp,9/19/2007,1/31/2008,Financial,34.4,21.1,0.9,78.2,13.3135,133.13
IRDMU,Iridium Communications,11/30/2007,2/14/2008,Communications,5.3,-1.5,0.1,400,48.5,485
CLOT,Concentric Medical,8/17/2007,2/14/2008,"Consumer, Non-cyclical",,,,69,0,0
1576198D,ArcSight,9/11/2007,2/14/2008,"Consumer, Cyclical",,,16.3,61.7573,30.941,278.47
MAKO,MAKO Surgical,9/19/2007,2/14/2008,"Consumer, Non-cyclical",21.5,-31.6,-44.8,51,18.4383,184.38
BPW/U,BPW Acquisition,11/15/2007,2/26/2008,Diversified,,,-0.2,350,41.1765,411.76
HCCI,Heritage-Crystal Clean,6/19/2007,3/11/2008,Industrial,26.9,11.8,11.9,25.3127,10.7354,123.46
V,Visa,11/9/2007,3/18/2008,Financial,21.5,51,17.7,19650.4,446.6,19650.4
1917130D,BioTelemetry,8/17/2007,3/18/2008,"Consumer, Non-cyclical",9.9,6.8,2.5,82.764,23.0439,414.79
IPI,Intrepid Potash,12/20/2007,4/21/2008,Basic Materials,37.2,92.4,41.3,1104,74.8431,2394.98
AWK,American Water Works Co,8/27/2007,4/22/2008,Utilities,4,32.1,5,1358.23,165.173,3551.22
HTS,Hatteras Financial,2/20/2008,4/24/2008,Financial,-13.4,27.1,0.0933062,276,34.9589,839.01
WHXT,Whiting USA Trust I,11/20/2007,4/24/2008,Energy,,,,233.55,14.6909,293.82
2147946D,Pioneer Southwest Energy Partn,7/26/2007,4/30/2008,Energy,-12.9,57.8,18.8,180.262,30.0087,570.17
ENOV,Enovis,1/4/2008,5/7/2008,Industrial,25.5,1.8,0.3,388.125,44.006,792.11
9953211D,Western Midstream Operating LP,10/15/2007,5/8/2008,Energy,-11.4,22.4,,343.38,26.5363,437.85
RGSEQ,Real Goods Solar,2/6/2008,5/8/2008,Energy,-18.3,-330.6,-149.3,55,13.3467,133.47
AGNC,AGNC Investment,2/11/2008,5/14/2008,Financial,82,82.1,-2.7,200,15.0046,300.09
VRSZQ,Verso,4/28/2007,5/14/2008,Basic Materials,-5.9,-0.2,-0.2,168,52.0466,624.56
OCSL,Oaktree Specialty Lending,10/16/2007,6/11/2008,Financial,46.2,113.3,2,141.2,22.6143,319.31
RHIEQ,Sonar Entertainment,9/14/2007,6/17/2008,"Consumer, Cyclical",,,-40,189,12.5001,175
ERII,Energy Recovery,4/1/2008,7/1/2008,Industrial,-12.6,13.7,7.6,136.85,47.9175,407.3
GTATQ,GT Advanced Technologies,4/26/2007,7/23/2008,Technology,-59.2,-27.7,-17.8,499.95,142.39,2349.43
HCI,HCI Group,4/30/2008,7/31/2008,Financial,31.4,0.4,-1.3,11.6669,6.8487,47.9409
RAX,Rackspace Technology Global In,4/25/2008,8/7/2008,Technology,11.5,6.3,8.1,187.5,115.445,1443.06
DJSPU,DJSP Enterprises,7/30/2008,8/11/2008,Technology,,17.1,104.5,55,0,0
HBCP,Home Bancorp,6/6/2008,9/30/2008,Financial,4,41.4,1.1,89.2688,0,0
LOPE,Grand Canyon Education,5/13/2008,11/19/2008,"Consumer, Non-cyclical",6.2,29,16.1,144.9,45.3065,543.68
MJN,Mead Johnson Nutrition Co,9/15/2008,2/10/2009,"Consumer, Non-cyclical",-8,14.5,14.3,828,76.8446,1844.27
NUW,Nuveen AMT-Free Municipal Valu,11/21/2008,2/25/2009,Financial,,,,189,0,0
MTT,Western Asset Municipal Define,1/16/2009,3/27/2009,Financial,,,,238.2,0,0
ZVO,Zovio,12/22/2008,4/14/2009,Technology,-33.7,-16.1,-34.2,163.012,53.1397,557.97
RST,Rosetta Stone,9/23/2008,4/15/2009,Technology,5.2,-7,-10.4,129.375,20.3145,365.66
2857742Z,Staccato Acquisition,6/13/2008,4/21/2009,Diversified,,,,49,7.65625,0
NCB,Nuveen California Municipal Va,1/30/2009,4/28/2009,Financial,,,,49.2135,0,0
NYV,Nuveen New York Municipal Valu,1/30/2009,4/28/2009,Financial,,,,35.1,0,0
NJV,Nuveen New Jersey Municipal Va,1/30/2009,4/28/2009,Financial,,,,23.3068,0,0
NPN,Nuveen Pennsylvania Municipal,1/30/2009,4/28/2009,Financial,,,,18.012,0,0
DGI,DigitalGlobe,4/14/2008,5/13/2009,Communications,3.2,3.6,0.2,279.3,44.871,852.55
1655912D,SolarWinds North America,3/21/2008,5/19/2009,Technology,27.8,18.2,11.2,174.171,64.1863,802.33
1853195D,OpenTable,1/30/2009,5/20/2009,Communications,17.5,17.5,8,69,22.0546,441.09
EOT,Eaton Vance National Municipal,1/26/2009,5/26/2009,Financial,,,,305,0,0
OPI,Office Propertiesome Trust,2/20/2009,6/2/2009,Financial,-1.9,-1.4,0.1,230,21.45,429
CYS,CYS Investments,4/19/2007,6/11/2009,Financial,104.8,52,0.3,115.115,18.2335,200.57
MDSO,Medidata Solutions,1/26/2009,6/24/2009,Technology,16.8,8.1,4.1,101.43,23.2987,326.18
IVR,Invesco Mortgage Capital,6/16/2008,6/25/2009,Financial,95.3,,-5,176.224,8.9113,178.23
IGI,Western Asset Investment Grade,4/24/2009,6/26/2009,Financial,,,,210.398,0,0
LOGM,GoTo Group,1/11/2008,6/30/2009,Communications,4.6,-1.1,0.2,122.667,22.3833,358.13
TBNK,Territorial Bancorp,11/14/2008,7/10/2009,Financial,-12.7,28.8,0.7,122.331,0,0
PMT,PennyMac Mortgage Investment T,5/22/2009,7/29/2009,Financial,-2,7.8,-0.6,320,16.7353,334.71
TPZ,Tortoise Power and Energy Infr,8/3/2007,7/29/2009,Financial,,,,137,0,0
CPIX,Cumberland Pharmaceuticals,5/1/2007,8/10/2009,"Consumer, Non-cyclical",-3.8,-9.7,-7.8,85,18.1289,308.19
STWD,Starwood Property Trust,6/5/2009,8/11/2009,Financial,12.7,30,0.9,931.5,48.4575,969.15
1873532D,Change Healthcare Holdings,9/12/2008,8/11/2009,Technology,9.3,-6.5,-1.9,422.453,88.4678,1371.25
CXS,Annaly Commercial Real Estate,6/26/2009,9/16/2009,Financial,-27.1,77.6,7,200,18.1111,271.67
ART,Artio Global Investors,2/12/2008,9/23/2009,Financial,,,-21.7,718.748,27.6511,718.93
AONEQ,B456 Systems,8/8/2008,9/23/2009,Industrial,63.5,-161.9,-66.3,428.316,98.1805,1325.44
1627503D,Colony Capital,6/30/2009,9/23/2009,Financial,180,17.8,1.5,287.5,14.631,292.62
VITC,Vitacost.com,6/20/2007,9/23/2009,Communications,15.7,-3.5,-11.2,132,27.5227,330.27
SEM,Select Medical Holdings,7/25/2008,9/24/2009,"Consumer, Non-cyclical",12.1,6.4,2.3,336.027,159.696,1596.96
NEV,Nuveen Enhanced Municipal Valu,7/31/2009,9/24/2009,Financial,,,,288,0,0
ARI,Apollo Commercial Real Estate,7/10/2009,9/24/2009,Financial,-2.8,56.5,3.4,200,21.525,430.5
TLCR,Talecris Biotherapeutics Holdi,7/27/2007,9/30/2009,"Consumer, Non-cyclical",4.4,10.3,10.7,1064,125.784,2389.9
ECHO,Echo Global Logistics,4/30/2008,10/1/2009,Industrial,14.9,0.6,5.6,79.8,21.4937,300.912
VRSK,Verisk Analytics,8/12/2008,10/6/2009,"Consumer, Non-cyclical",7.6,22.2,14.1,2155.91,113.076,2487.67
MG,Mistras Group,6/10/2008,10/7/2009,Industrial,14.2,0.5,0.6,125,26.4588,330.74
OMER,Omeros,1/9/2008,10/7/2009,"Consumer, Non-cyclical",,,79,68.2,21.2876,212.88
1467202D,RailAmerica,7/27/2009,10/12/2009,Industrial,,,-0.4,330,54.3469,815.2
PMIC,Penn Millers Holding,1/26/2009,10/19/2009,Financial,,,-1.5,54,0,0
AGAM,AGA Medical Holdings,6/20/2008,10/20/2009,"Consumer, Non-cyclical",,,-4.6,199.375,50.0255,725.37
1544310D,Dole Food Co,8/14/2009,10/22/2009,"Consumer, Non-cyclical",-2.9,-0.5,-1.6,446.438,87.425,1092.81
VSI,Vitamin Shoppe,7/23/2009,10/27/2009,"Consumer, Cyclical",-2.8,-0.3,-1.4,177.828,26.5723,451.73
ADUS,Addus HomeCare,7/17/2009,10/27/2009,"Consumer, Non-cyclical",13,5.2,4.7,54,10.4963,104.96
H,Hyatt Hotels,8/5/2009,11/4/2009,"Consumer, Cyclical",46.5,-7.3,1.2,1092.5,173.74,4343.5
ACOM,Ancestry.com,8/3/2009,11/4/2009,Communications,10.2,4.3,13,100,42.4029,572.44
STRI,STR Holdings,10/7/2009,11/6/2009,Industrial,-19.6,-52.9,-32.9,139.95,41.3497,413.5
DG,Dollar General,8/20/2009,11/12/2009,"Consumer, Cyclical",1.4,7,8.6,823.515,340.645,7153.55
RUE,rue21,9/10/2009,11/12/2009,"Consumer, Cyclical",18.6,4.8,8.6,147.825,24.1607,459.05
FTNT,Fortinet,8/10/2009,11/17/2009,Technology,28.8,18.1,13.1,179.688,66.269,828.36
CLDPQ,Cloud Peak Energy,8/12/2009,11/19/2009,Energy,-6.2,-86.2,-134.9,459,31.431,471.47
ARCL,Archipelago Learning,9/3/2009,11/19/2009,Communications,24.9,16.3,4.1,118.594,25.1067,414.26
1762363D,Sotera Defense Solutions,9/3/2009,11/19/2009,Communications,,,5.3,59.8,9.03643,117.47
GDO,Western Asset Globalorate,9/18/2009,11/23/2009,Financial,,,,302,15.1,302
JLS,Nuveen Mortgage andome Fun,9/16/2009,11/24/2009,Financial,,,,395,0,0
STK,Columbia Seligman Premium Tech,9/4/2009,11/24/2009,Financial,,,,286,0,0
PEB,Pebblebrook Hotel Trust,10/9/2009,12/8/2009,Financial,65.5,-25.2,-1.4,402.5,20.275,405.5
KAR,KAR Auction Services,9/14/2009,12/10/2009,"Consumer, Cyclical",2.9,2.9,3.3,331.873,27.656,331.87
CIEIQ,Cobalt International Energy In,9/4/2009,12/15/2009,Energy,220.6,-1796.7,-50.6,958.203,344.143,4645.93
TMH,Team Health Holdings,10/5/2009,12/15/2009,"Consumer, Non-cyclical",27.5,2.3,0.6,183.54,64.396,772.75
KRA,Kraton,10/1/2009,12/16/2009,Basic Materials,26,8.6,6.6,150.946,30.5962,413.05
AFCB,Athens Bancshares,9/7/2009,1/7/2010,Financial,7,18.1,0.9,26.7725,0,0
SYA,Symetra Financial,10/5/2009,1/21/2010,Financial,18.3,-3.4,0.4,419.52,117.989,1415.87
CHSP,Chesapeake Lodging Trust,9/28/2009,1/21/2010,Financial,-0.1,16.2,4.7,151.717,9.319,186.38
OABC,OmniAmerican Bancorp,11/20/2009,1/21/2010,Financial,-1.8,11.2,0.4,119.025,0,0
CLU,Cellu Tissue Holdings,10/16/2009,1/21/2010,"Consumer, Non-cyclical",,,-1.2,107.9,20.123,261.6
OBAF,OBA Financial Services,9/14/2009,1/22/2010,Financial,1.3,6.6,0.2,46.2875,0,0
IDE,Voya Infrastructure Industrial,11/13/2007,1/26/2010,Financial,,,,396,0,0
FETIX,Federated Enhanced Treasury In,7/19/2007,1/26/2010,Funds,,,,178,0,0
IRWD,Ironwood Pharmaceuticals,11/20/2009,2/2/2010,"Consumer, Non-cyclical",6.2,127.7,17.4,215.625,97.4129,1095.9
PDM,Piedmont Office Realty Trust I,11/27/2009,2/9/2010,Financial,-1.1,-0.2,0.9,200.1,53.5292,776.17
TRNO,Terreno Realty,11/10/2009,2/9/2010,Financial,18.7,39.3,6.1,175,15.6245,312.49
SLRC,SLR Investment,1/18/2008,2/9/2010,Financial,14.4,42.7,0.2,105.097,32.9309,609.22
GNRC,Generac Holdings,10/20/2009,2/10/2010,Industrial,50.3,14.7,10,269.107,67.5293,877.88
GRM,Graham Packaging Co,12/23/2009,2/10/2010,Industrial,,,0.8,182.317,61.2311,612.31
QNST,QuinStreet,11/19/2009,2/10/2010,Communications,0.6,-0.9,-3,150,44.9126,673.69
DMO,Western Asset Mortgage Opportu,12/14/2009,2/23/2010,Financial,,,,206.906,0,0
JMT,Nuveen Mortgage Opportunity Te,12/22/2009,2/23/2010,Financial,,,,120,4.8,120
ANTH,Anthera Pharmaceuticals,9/15/2009,3/1/2010,"Consumer, Non-cyclical",,,-144.3,46.2314,21.587,151.11
1899192D,Baltic Trading Ltd,10/14/2009,3/9/2010,Industrial,26.5,-44.5,-10.8,228.2,16.766,234.72
9876599D,Sensata Technologies Holding N,11/25/2009,3/10/2010,Industrial,,,,654.12,171.159,3080.86
AVEO,AVEO Pharmaceuticals,12/16/2009,3/11/2010,"Consumer, Non-cyclical",602.6,-126.1,-27.6,89.7169,29.644,266.8
FNGN,Financial Engines,12/9/2009,3/15/2010,Financial,13.3,9.7,5.7,146.28,41.0956,493.15
FIBK,First Interstate BancSystem In,1/15/2010,3/23/2010,Financial,-3.5,30,0.6,166.75,42.7433,619.78
MXL,MaxLinear,11/6/2009,3/23/2010,Technology,86.4,4.7,10.9,103.75,30.4111,425.76
CALX,Calix,11/20/2009,3/23/2010,Communications,25.5,35,6.2,94.61,36.2975,471.87
CRMD/U,CorMedix,11/25/2009,3/24/2010,"Consumer, Non-cyclical",-20.1,-14774.7,-41.7,12.5125,11.4146,74.19
SSNC,SS&C Technologies Holdings,12/28/2009,3/30/2010,Technology,8.2,15.8,4.1,185.007,69.1912,1037.87
MERU,Meru Networks,12/18/2009,3/30/2010,Communications,-14,-22.9,-50.4,75.6718,14.8982,223.47
PRI,Primerica,11/5/2009,3/31/2010,Financial,22.2,13.7,1.7,368.46,75,1125
0852651D,Metals USA Holdings,5/19/2008,4/8/2010,Basic Materials,5.1,2.6,5.3,239.953,37.0248,777.52
TNGNQ,Tengion,12/24/2009,4/9/2010,"Consumer, Non-cyclical",,,-310.5,30,12.3535,61.77
GBDC,Golub Capital BDC,11/23/2009,4/14/2010,Financial,2.7,110.8,4.1,107.372,17.7124,256.83
CLDT,Chatham Lodging Trust,11/4/2009,4/15/2010,Financial,40.7,-9,0.0463197,172.5,8.07655,161.53
FCRD,First Eagle Alternative Capita,6/1/2009,4/21/2010,Financial,5.5,56.3,-7.1,203.381,19.7919,257.29
DVOXQ,DynaVox,1/5/2010,4/21/2010,Technology,-33.2,-14.6,-12.6,140.625,9.375,140.62
GEGSQ,Global Geophysical Services In,10/16/2009,4/21/2010,Energy,-14.9,-53.1,-50.8,90,35.8776,430.53
CDXS,Codexis,12/28/2009,4/21/2010,Basic Materials,51.6,-20.3,-8.4,78,33.9771,441.7
ALIM,Alimera Sciences,10/30/2009,4/21/2010,"Consumer, Non-cyclical",16.1,-7.4,-31.6,72.05,31.0511,341.56
SPSC,SPS Commerce,12/3/2009,4/21/2010,Technology,23.2,11.5,8.4,56.5343,11.5354,138.42
EXL,Excel Trust,12/24/2009,4/22/2010,Financial,15.8,6.7,1.8,210,15.6049,218.47
NEGG,Newegg Commerce,11/11/2009,4/22/2010,Communications,662658,1.5,11.4,12,4.5,36
NBB,Nuveen Taxable Municipalom,2/18/2010,4/27/2010,Financial,,,,527.25,0,0
AOSL,Alpha & Omega Semiconductor Lt,3/31/2010,4/28/2010,Technology,18.3,58.2,39.5,91.5477,22.0875,397.57
CNVO,Convio,1/25/2010,4/28/2010,Technology,,,16.3,53.1234,17.2754,155.48
PNG,PAA Natural Gas Storage LP,1/25/2010,4/29/2010,Energy,13,18.9,3.7,289.777,31.5845,679.07
PLOW,Douglas Dynamics,1/29/2010,5/4/2010,"Consumer, Cyclical",12.7,5.6,5.7,129.375,21.2604,239.18
SANWU,S&W Seed Co,1/29/2010,5/4/2010,"Consumer, Non-cyclical",-15.1,-51,-25.5,15.4,5.8,63.8
EXPR,Express,2/16/2010,5/12/2010,"Consumer, Cyclical",54.7,-0.7,1.3,272,88.7359,1508.51
RRTS,Roadrunner Transportation Syst,7/24/2008,5/13/2010,Industrial,-16.6,-18.4,-44.7,154.055,29.9388,419.14
NORNQ,Noranda Aluminum Holding,6/19/2008,5/13/2010,Basic Materials,-9.3,-21.1,,92,55.2882,442.31
TNAV,Telenav,10/30/2009,5/13/2010,"Consumer, Cyclical",22.2,-0.3,-2.1,64.4,41.924,335.39
9990827D,R1 RCM Holdco,9/29/2009,5/19/2010,"Consumer, Non-cyclical",,,,138,91.0157,1092.19
RLOC,Reachlocal,12/22/2009,5/19/2010,Communications,-19.4,-16,-35,62.2921,27.7633,360.92
CRMUQ,Crumbs Bake Shop,11/16/2009,5/20/2010,"Consumer, Non-cyclical",9.7,-32.3,-76.3,54.563,5.4563,54.563
BSL,Blackstone Senior Floating Rat,3/8/2010,5/25/2010,Financial,,,,302.6,0,0
XRDC,Crossroads Capital,2/10/2009,5/26/2010,Financial,261.9,-11624.6,-37,99.6,9.284,92.47
GNMK,GenMark Diagnostics,3/19/2010,5/28/2010,"Consumer, Non-cyclical",94.9,-10.8,-11.1,27.6,11.6235,69.74
CBOE,Cboe Global Markets,3/11/2010,6/14/2010,Financial,17.6,35.8,3.2,390.195,104.321,3025.31
BSFT,BroadSoft,3/15/2010,6/15/2010,Technology,22.2,0.2,-1.5,67.5,24.6066,221.46
OASPQ,Chord Energy,3/4/2010,6/16/2010,Energy,20.8,20.2,35.5,676.2,92.2153,1291.01
1580477D,Higher One Holdings,3/24/2010,6/16/2010,"Consumer, Non-cyclical",-28.2,6.8,4.9,124.2,55.0715,660.858
VLTC,Voltari,1/22/2010,6/17/2010,Communications,382.6,-98.2,-9.9,50,38.5926,385.93
HPP,Hudson Pacific Properties,2/16/2010,6/23/2010,Financial,11.4,0.6,-0.4,250.24,24.828,422.08
CEM,ClearBridge MLP & Midstream Fu,4/13/2010,6/25/2010,Financial,,,,1268.31,0,0
EXD,Eaton Vance Tax-Managed Buy-Wr,1/15/2010,6/25/2010,Financial,,,,210.98,0,0
TSLA,Tesla,1/29/2010,6/28/2010,"Consumer, Cyclical",70.6,10.2,16.9,260.015,95.104,1616.77
ECTM,ECA Marcellus Trust I,4/1/2010,6/30/2010,Energy,269.6,82.4,50.2,181.949,13.4988,269.98
WMLPQ,Westmoreland Resource Partners,3/24/2010,7/13/2010,Basic Materials,-14.1,-51.3,-47.7,186.156,11.5929,214.47
RLD,RealD,4/9/2010,7/15/2010,Technology,-17.9,-14.5,-9.1,230,49.5134,792.21
QLIK,Qlik Technologies,4/1/2010,7/15/2010,Technology,10,-5.9,-4.3,128.8,76.6376,766.376
GDOT,Green Dot,2/26/2010,7/21/2010,"Consumer, Non-cyclical",14.3,3.3,1.1,188.703,41.4373,1491.74
AMRC,Ameresco,3/31/2010,7/21/2010,Utilities,17.7,5.8,4.2,90.3971,40.7462,407.46
NTG,Tortoise Midstream Energy Fund,4/23/2010,7/27/2010,Financial,,,,1135,0,0
WPZ,Williams Partners LP,2/16/2010,7/28/2010,Energy,,14.2,1.4,513.188,72.2635,1517.53
ENV,Envestnet,3/26/2010,7/28/2010,Technology,18.8,1.1,-2.2,72.45,31.5009,283.51
MCPIQ,Molycorp,4/16/2010,7/29/2010,Basic Materials,-14.2,-127.1,-33.4,412.93,81.25,1137.5
TSRX,Trius Therapeutics,11/6/2009,8/2/2010,"Consumer, Non-cyclical",-33.7,-198.3,-81.5,53.75,24.3046,121.52
GMANQ,G-Estate Liquidation Stores In,4/30/2010,8/4/2010,"Consumer, Cyclical",2.2,-0.6,-4,58.9286,18.7031,205.73
IL,Intralinks Holdings,4/12/2010,8/5/2010,Technology,7.9,-11,-4.4,143,49.285,640.7
1876917D,NuPathe,5/14/2010,8/5/2010,"Consumer, Non-cyclical",,,-231.3,50,14.5462,145.46
0882565D,Sizmek Technologies,3/10/2010,8/10/2010,Communications,,,9.2,62.2576,18.3153,210.63
RP,RealPage,4/29/2010,8/11/2010,Technology,17.2,4,1.4,155.595,62.305,685.36
WSR,Whitestone REIT,11/4/2009,8/25/2010,Financial,6.3,9.6,1.6,26.4,5.68703,68.24
BBN,BlackRock Taxable Municipal Bo,6/10/2010,8/26/2010,Financial,,,,1083,0,0
FULL,Full Circle Capital,4/26/2010,8/31/2010,Financial,-9.1,-55.6,-7,18,6.1914,55.72
COR,CoreSite Realty,5/13/2010,9/22/2010,Financial,5.9,13,4,310.96,19.644,314.3
SQI,SciQuest,3/26/2010,9/23/2010,Technology,3.3,1.7,1.2,65.55,21.2325,201.71
FSD,First Trust Highome Long/S,7/16/2010,9/28/2010,Financial,,,,645,0,0
CFD,Nuveen Diversified Commodity F,3/23/2010,9/28/2010,Financial,,,,231.655,0,0
AMRS,Amyris,4/16/2010,9/28/2010,Basic Materials,97.4,-79.2,-34.3,97.52,41.228,659.65
RHNO,Rhino Resource Partners LP,5/5/2010,9/29/2010,Energy,-26.7,-54.9,-46.4,76.4773,12.8836,264.114
KEYW,KeyW Holding/The,6/17/2010,9/30/2010,Technology,14.7,-4.4,-3.3,104.65,25.152,251.52
EFC,Ellington Financial,7/13/2009,10/7/2010,Financial,,,-1.1,101.25,16.486,370.94
STND,Standard AVB Financial,6/17/2010,10/7/2010,Financial,-4.2,20.6,0.7,34.7817,0,0
HKACU,Hicks Acquisition Co II,6/28/2010,10/11/2010,Diversified,,,-1,150,17.1429,171.43
1448479D,Campus Crest Communities,5/14/2010,10/13/2010,Financial,15.9,-152.4,-3.1,407.288,28.4283,355.35
TOWR,Tower International,3/4/2010,10/14/2010,"Consumer, Cyclical",-20.9,3.1,0.8,86.2384,19.102,248.326
1898133D,Body Central,7/7/2010,10/14/2010,"Consumer, Cyclical",-8.8,-14.9,-68.1,74.75,16.1557,210.02
NTSP,NetSpend Holdings,7/15/2010,10/18/2010,Financial,14.7,5.3,13.3,234.481,84.5159,929.67
VRA,Vera Bradley,7/1/2010,10/20/2010,"Consumer, Cyclical",15.4,3.3,-5.1,202.4,42.1567,674.51
BBRG,FoodFirst Global Restaurants I,7/2/2010,10/20/2010,"Consumer, Cyclical",-0.6,-2.4,-10.5,161,20.75,290.5
AEGR,Aegerion Pharmaceuticals,8/10/2010,10/22/2010,"Consumer, Non-cyclical",-5.7,-74,-43.4,54.625,16.8532,160.11
GBAB,Guggenheim Taxable Municipal B,7/9/2010,10/26/2010,Financial,,,,340,0,0
PACB,Pacific Biosciences of Califor,8/16/2010,10/26/2010,"Consumer, Non-cyclical",65.4,-138.8,-15.5,230,51.9885,831.82
HYI,Western Asset High Yield Defin,7/23/2010,10/27/2010,Financial,,,,420,0,0
EXAM,ExamWorks Group,8/13/2010,10/27/2010,"Consumer, Non-cyclical",5.6,0.6,0.6,189.52,30.4395,487.03
0965087D,SeaCube Container Leasing Ltd,3/29/2010,10/27/2010,Financial,17.3,23.3,2.8,109.25,19.5428,195.428
1890494D,SP Bancorp,10/20/2010,10/27/2010,Financial,-9.2,9.4,0.3,17.25,0,0
HRZN,Horizon Technology Finance Cor,3/19/2010,10/28/2010,Financial,30.3,46.2,3.2,100,7.555,120.88
1904163D,Fresh Market/The,5/3/2010,11/4/2010,"Consumer, Non-cyclical",5.9,3.5,11.7,333.329,49.9673,1099.28
9998522D,Primo Water Operations,3/12/2010,11/4/2010,"Consumer, Non-cyclical",4.8,0.8,1.2,114.96,20.274,243.29
IPHI,Inphi,6/16/2010,11/10/2010,Technology,86.7,-8.7,-6,93.84,25.069,300.828
1708781D,Complete Genomics,7/30/2010,11/10/2010,"Consumer, Non-cyclical",106,-374,-69.6,54,25.8091,232.282
BAH,Booz Allen Hamilton Holding Co,6/21/2010,11/16/2010,"Consumer, Non-cyclical",6.4,5.5,8.5,273.7,122.722,2086.27
GM,General Motors Co,8/18/2010,11/17/2010,"Consumer, Cyclical",3.6,7.8,3.8,18140.1,1500,49500
LPLA,LPL Financial Holdings,6/4/2010,11/17/2010,Financial,31.4,5.9,7.3,516.696,107.184,3215.52
JWCAU,Tile Shop Holdings,8/12/2010,11/17/2010,"Consumer, Cyclical",14,3.9,4.1,125,12.5,125
ARX,Aeroflex Holding,4/6/2010,11/18/2010,Technology,-3.8,-16.1,-5.9,267.154,82.25,1110.38
ZGNX,Zogenix,9/3/2010,11/22/2010,"Consumer, Non-cyclical",498.7,-278.3,-40.6,57.746,34.0003,136
LLAQU,L&L Acquisition,8/20/2010,11/22/2010,Diversified,,,,40,5,50
PSF,Cohen & Steers Select Preferre,8/17/2010,11/23/2010,Financial,,,,292.5,0,0
NBD,Nuveen Build America Bond Oppo,6/9/2010,11/23/2010,Funds,,,,140,0,0
1878384D,Anacor Pharmaceuticals,9/10/2010,11/23/2010,"Consumer, Non-cyclical",298.1,-74.3,-34,66.9133,27.997,139.99
KMF,Kayne Anderson NextGen Energy,9/2/2010,11/24/2010,Financial,,,,475,19.004,475.1
GLBR,Global Brokerage,9/3/2010,12/1/2010,Financial,-20,21.9,-2.2,242.466,17.319,242.47
TRGP,Targa Resources,9/9/2010,12/6/2010,Energy,105.2,0.4,3.1,414.289,44.7483,984.46
CTP,CTPartners Executive Search In,9/3/2010,12/7/2010,"Consumer, Non-cyclical",31.6,1.8,1.2,34.5001,7.17695,93.3
FRC,First Republic Bank/CA,11/24/2010,12/8/2010,Financial,17.8,29.4,0.8,322.575,0,0
FLT,FleetCor Technologies,4/15/2010,12/14/2010,"Consumer, Non-cyclical",18.6,29.6,6.8,335.255,78.7191,1810.54
WD,Walker & Dunlop,8/4/2010,12/14/2010,Financial,16.1,21.1,4.5,102.213,22.1112,221.11
GCAP,Gain Capital Holdings,8/31/2009,12/14/2010,Financial,-34.3,-25.7,4.4,81.9,31.2458,281.21
RNET,RigNet,10/1/2010,12/14/2010,Communications,-14.4,-22,-21.1,69,15.2946,183.54
KNX,Knight-Swift Transportation Ho,7/22/2010,12/15/2010,Industrial,28.3,12.3,8.3,872.85,139.467,1534.14
QRE,QR Energy LP,9/30/2010,12/16/2010,Energy,22.4,13.3,3.4,345,30.7977,615.95
1873939D,Fortegra Financial,9/23/2010,12/16/2010,Financial,35.7,6.5,3,66,20.2567,222.82
